plateId,C3,,C5,,C8,,C4,,O91,,AT4,,SCAAT3,,OO9,
P82E08,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82E09,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82E10,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82E11,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82E12,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82F01,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82F02,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82F03,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82F04,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82F05,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82F06,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82F07,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82F08,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82F09,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82F10,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82F11,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82F12,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82G01,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82G02,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82G03,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82G04,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82G05,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82G06,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82G07,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82G08,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82G09,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82G10,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82G11,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82H01,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82H02,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82H03,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82H04,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82H05,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82H06,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
P82H07,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82H08,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82H09,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82H10,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P82H11,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
P83A01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83A02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83A03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83A04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83A05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83A06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83A07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83A08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83A09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83A10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83A11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83A12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83B01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83B02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83B03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83B04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83B05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83B06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83B07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83B08,115,115,124,132,146,146,310,310,268,316,276,289,483,483,423,434
P83B09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83B10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83B11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83B12,115,115,124,132,146,146,310,310,268,316,276,276,388,483,423,434
P83C01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83C02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83C03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83C04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83C05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83C06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83C07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83C08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83C09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83C10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83C11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83C12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83D01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83D02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83D03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83D04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83D05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83D06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83D07,115,115,124,132,146,146,310,310,268,316,276,289,388,388,423,434
P83D08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83D09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83D10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83D11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83D12,115,115,132,132,146,146,310,310,268,316,289,289,388,483,423,434
P83E01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83E02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83E03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83E04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83E05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83E06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83E07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83E08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83E09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83E10,115,115,132,132,146,146,310,310,268,316,276,289,388,483,423,434
P83E11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83E12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83F01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83F02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83F03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83F04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83F05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83F06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83F07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83F08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83F09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83F10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83F11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83F12,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83G01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83G02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83G03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83G04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83G05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83G06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83G07,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83G08,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83G09,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83G10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83G11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P83GM2,124,124,124,124,153,153,258,258,280,280,293,293,388,388,431,431
P83H01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83H02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83H03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83H05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83H06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P83H11,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
P84A01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84A02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84A03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84A04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84A05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84A06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84A07,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84A08,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84A09,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84A10,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84A11,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84A12,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84B01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84B02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84B03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84B04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84B05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84B06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84B07,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84B08,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84B09,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84B10,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84B11,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84B12,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84C01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84C02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84C03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84C04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84C05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84C06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84C07,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84C08,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84C09,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84C10,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84C11,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84C12,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84D01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84D02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84D03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84D04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84D05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84D06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84D07,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84D08,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84D09,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84D10,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84D11,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84D12,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84E01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84E02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84E03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84E04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84E05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84E06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84E07,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84E08,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84E09,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84E10,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84E11,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84E12,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84F01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84F02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84F03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84F04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84F05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84F06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84F07,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84F08,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84F09,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84F10,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84F11,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84F12,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84G01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84G02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84G03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84G04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84G05,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84G06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84G07,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84G08,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84G09,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84G10,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84G11,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84G12,124,124,124,124,153,153,258,258,280,280,293,293,388,388,431,431
P84H01,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84H02,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84H03,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84H04,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84H05,124,124,155,155,146,149,264,264,271,271,291,291,388,388,423,423
P84H06,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
P84H07,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84H08,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84H09,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84H10,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P84H11,110,110,166,166,146,146,253,253,295,295,291,291,397,397,408,408
P85A01,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A02,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A04,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A05,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A06,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85A12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B01,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B02,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B04,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B05,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B06,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B08,110,110,120,120,130,130,297,303,254,254,275,275,397,397,399,399
P85B09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85B12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C01,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C02,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C04,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C05,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C06,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C07,110,110,120,120,130,130,297,303,254,254,275,275,397,397,399,399
P85C08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C10,110,110,120,120,130,130,297,303,254,254,275,275,397,397,399,399
P85C11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85C12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D01,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D02,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D03,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D04,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D05,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D06,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85D12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E01,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E02,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E03,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E04,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E05,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E06,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85E12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F01,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F02,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F04,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F05,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F06,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85F12,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G01,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G02,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G04,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G05,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G06,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G07,110,110,120,120,130,130,297,303,254,254,275,275,397,397,399,399
P85G08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G09,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85G12,124,124,124,124,153,153,258,258,280,280,293,293,388,388,431,431
P85H01,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85H02,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85H04,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85H05,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85H06,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85H07,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85H08,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85H09,110,110,120,120,130,130,297,303,254,254,275,275,397,397,399,399
P85H10,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P85H11,110,110,120,120,130,130,297,297,254,254,275,275,397,397,399,399
P86A01,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86A02,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86A03,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86A04,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86A05,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86A06,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86A07,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86A08,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86A09,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86A10,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86A11,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86A12,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86B01,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86B02,115,121,124,132,139,146,307,310,268,316,276,289,438,483,423,434
P86B03,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86B04,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86B05,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86B06,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86B07,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86B08,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86B09,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86B10,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86B11,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86B12,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86C01,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86C02,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
P86C03,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86C04,115,121,124,132,139,146,307,310,268,316,276,289,388,483,423,434
P86C05,121,121,120,120,146,146,256,261,316,316,275,275,380,380,449,452
P86C06,121,121,122,122,146,146,253,261,274,292,291,297,444,444,446,452
P86C07,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86C08,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86C09,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86C10,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86C11,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86C12,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86D01,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86D02,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
P86D03,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
P86D04,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86D05,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86D06,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86D07,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86D08,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86D09,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86D10,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86D11,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86D12,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86E01,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86E02,124,124,161,161,133,133,266,266,254,254,277,277,400,400,420,420
P86E03,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86E04,115,121,124,132,139,146,307,310,268,316,276,289,388,483,423,434
P86E05,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86E06,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
P86E07,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86E08,124,124,157,157,133,133,263,263,259,259,293,293,380,380,391,391
P86E09,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86E10,110,110,120,120,133,133,263,263,254,254,279,279,496,496,420,420
P86E11,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86E12,124,124,120,120,130,130,279,279,254,254,279,279,397,397,420,420
P86F01,115,121,124,132,139,146,307,310,268,316,276,289,438,483,423,434
P86F02,124,124,161,161,133,133,266,266,254,254,277,277,400,400,420,420
P86F03,124,124,161,161,133,133,266,266,254,254,277,277,400,400,420,420
P86F04,121,121,122,151,146,146,253,261,274,292,291,297,444,444,446,452
