Plate,Row,Column,plateId,species,subRegion,vintage,vineyard,fermRep,isolate,isolateId,Notes
P84,D,7,P84D07,Sc,Kelowna,2016,TA,4,4,2016TA04_04,
P84,E,7,P84E07,Sc,Kelowna,2016,TA,4,5,2016TA04_05,
P84,F,7,P84F07,Sc,Kelowna,2016,TA,4,6,2016TA04_06,
P84,G,7,P84G07,Sc,Kelowna,2016,TA,4,7,2016TA04_07,
P84,H,7,P84H07,Sc,Kelowna,2016,TA,4,8,2016TA04_08,
P84,A,8,P84A08,Sc,Kelowna,2016,TA,4,9,2016TA04_09,
P84,B,8,P84B08,Sc,Kelowna,2016,TA,4,10,2016TA04_10,
P84,C,8,P84C08,Sc,Kelowna,2016,TA,4,11,2016TA04_11,
P84,D,8,P84D08,Sc,Kelowna,2016,TA,4,12,2016TA04_12,
P84,E,8,P84E08,Sc,Kelowna,2016,TA,4,13,2016TA04_13,
P84,F,8,P84F08,Sc,Kelowna,2016,TA,4,14,2016TA04_14,
P84,G,8,P84G08,Sc,Kelowna,2016,TA,4,15,2016TA04_15,
P84,H,8,P84H08,Sc,Kelowna,2016,TA,4,16,2016TA04_16,
P84,A,9,P84A09,Sc,Kelowna,2016,TA,4,17,2016TA04_17,
P84,B,9,P84B09,Sc,Kelowna,2016,TA,4,18,2016TA04_18,
P84,C,9,P84C09,Sc,Kelowna,2016,TA,4,19,2016TA04_19,
P84,D,9,P84D09,Sc,Kelowna,2016,TA,4,20,2016TA04_20,
P84,E,9,P84E09,Sc,Kelowna,2016,TA,4,21,2016TA04_21,
P84,F,9,P84F09,Sc,Kelowna,2016,TA,4,22,2016TA04_22,
P84,G,9,P84G09,Sc,Kelowna,2016,TA,4,23,2016TA04_23,
P84,H,9,P84H09,Sc,Kelowna,2016,TA,4,24,2016TA04_24,
P84,A,10,P84A10,Sc,Kelowna,2016,TA,4,25,2016TA04_25,
P84,B,10,P84B10,Sc,Kelowna,2016,TA,4,26,2016TA04_26,
P84,C,10,P84C10,Sc,Kelowna,2016,TA,4,27,2016TA04_27,
P84,D,10,P84D10,Sc,Kelowna,2016,TA,4,28,2016TA04_28,
P84,E,10,P84E10,Sc,Kelowna,2016,TA,4,29,2016TA04_29,
P84,F,10,P84F10,Sc,Kelowna,2016,TA,4,30,2016TA04_30,
P84,G,10,P84G10,Sc,Kelowna,2016,TA,4,31,2016TA04_31,
P84,H,10,P84H10,Sc,Kelowna,2016,TA,4,32,2016TA04_32,
P84,A,11,P84A11,Sc,Kelowna,2016,TA,4,33,2016TA04_33,
P84,B,11,P84B11,Sc,Kelowna,2016,TA,4,34,2016TA04_34,
P84,C,11,P84C11,Sc,Kelowna,2016,TA,4,35,2016TA04_35,
P84,D,11,P84D11,Sc,Kelowna,2016,TA,4,36,2016TA04_36,
P84,E,11,P84E11,Sc,Kelowna,2016,TA,4,37,2016TA04_37,
P84,F,11,P84F11,Sc,Kelowna,2016,TA,4,38,2016TA04_38,
P84,G,11,P84G11,Sc,Kelowna,2016,TA,4,39,2016TA04_39,
P84,H,11,P84H11,Sc,Kelowna,2016,TA,4,40,2016TA04_40,
P84,A,12,P84A12,Sc,Kelowna,2016,TA,4,41,2016TA04_41,
P84,B,12,P84B12,Sc,Kelowna,2016,TA,4,42,2016TA04_42,
P84,C,12,P84C12,Sc,Kelowna,2016,TA,4,43,2016TA04_43,
P84,D,12,P84D12,Sc,Kelowna,2016,TA,4,44,2016TA04_44,
P84,E,12,P84E12,Sc,Kelowna,2016,TA,4,45,2016TA04_45,
P84,F,12,P84F12,Sc,Kelowna,2016,TA,4,46,2016TA04_46,
P85,A,1,P85A01,Sc,Kelowna,2016,TA,5,1,2016TA05_01,
P85,B,1,P85B01,Sc,Kelowna,2016,TA,5,2,2016TA05_02,
P85,C,1,P85C01,Sc,Kelowna,2016,TA,5,3,2016TA05_03,
P85,D,1,P85D01,Sc,Kelowna,2016,TA,5,4,2016TA05_04,
P85,E,1,P85E01,Sc,Kelowna,2016,TA,5,5,2016TA05_05,
P85,F,1,P85F01,Sc,Kelowna,2016,TA,5,6,2016TA05_06,
P85,G,1,P85G01,Sc,Kelowna,2016,TA,5,7,2016TA05_07,
P85,H,1,P85H01,Sc,Kelowna,2016,TA,5,8,2016TA05_08,
P85,A,2,P85A02,Sc,Kelowna,2016,TA,5,9,2016TA05_09,
P85,B,2,P85B02,Sc,Kelowna,2016,TA,5,10,2016TA05_10,
P85,C,2,P85C02,Sc,Kelowna,2016,TA,5,11,2016TA05_11,
P85,D,2,P85D02,Sc,Kelowna,2016,TA,5,12,2016TA05_12,
P85,E,2,P85E02,Sc,Kelowna,2016,TA,5,13,2016TA05_13,
P85,F,2,P85F02,Sc,Kelowna,2016,TA,5,14,2016TA05_14,
P85,G,2,P85G02,Sc,Kelowna,2016,TA,5,15,2016TA05_15,
P85,H,2,P85H02,Sc,Kelowna,2016,TA,5,16,2016TA05_16,
P85,A,3,P85A03,Sc,Kelowna,2016,TA,5,17,2016TA05_17,
P85,B,3,P85B03,Sc,Kelowna,2016,TA,5,18,2016TA05_18,
P85,C,3,P85C03,Sc,Kelowna,2016,TA,5,19,2016TA05_19,
P85,D,3,P85D03,Sc,Kelowna,2016,TA,5,20,2016TA05_20,
P85,E,3,P85E03,Sc,Kelowna,2016,TA,5,21,2016TA05_21,
P85,F,3,P85F03,Sc,Kelowna,2016,TA,5,22,2016TA05_22,
P85,G,3,P85G03,Sc,Kelowna,2016,TA,5,23,2016TA05_23,
P85,H,3,P85H03,Sc,Kelowna,2016,TA,5,24,2016TA05_24,
P85,A,4,P85A04,Sc,Kelowna,2016,TA,5,25,2016TA05_25,
P85,B,4,P85B04,Sc,Kelowna,2016,TA,5,26,2016TA05_26,
P85,C,4,P85C04,Sc,Kelowna,2016,TA,5,27,2016TA05_27,
P85,D,4,P85D04,Sc,Kelowna,2016,TA,5,28,2016TA05_28,
P85,E,4,P85E04,Sc,Kelowna,2016,TA,5,29,2016TA05_29,
P85,F,4,P85F04,Sc,Kelowna,2016,TA,5,30,2016TA05_30,
P85,G,4,P85G04,Sc,Kelowna,2016,TA,5,31,2016TA05_31,
P85,H,4,P85H04,Sc,Kelowna,2016,TA,5,32,2016TA05_32,
P85,A,5,P85A05,Sc,Kelowna,2016,TA,5,33,2016TA05_33,
P85,B,5,P85B05,Sc,Kelowna,2016,TA,5,34,2016TA05_34,
P85,C,5,P85C05,Sc,Kelowna,2016,TA,5,35,2016TA05_35,
P85,D,5,P85D05,Sc,Kelowna,2016,TA,5,36,2016TA05_36,
P85,E,5,P85E05,Sc,Kelowna,2016,TA,5,37,2016TA05_37,
P85,F,5,P85F05,Sc,Kelowna,2016,TA,5,38,2016TA05_38,
P85,G,5,P85G05,Sc,Kelowna,2016,TA,5,39,2016TA05_39,
P85,H,5,P85H05,Sc,Kelowna,2016,TA,5,40,2016TA05_40,
P85,A,6,P85A06,Sc,Kelowna,2016,TA,5,41,2016TA05_41,
P85,B,6,P85B06,Sc,Kelowna,2016,TA,5,42,2016TA05_42,
P85,C,6,P85C06,Sc,Kelowna,2016,TA,5,43,2016TA05_43,
P85,D,6,P85D06,Sc,Kelowna,2016,TA,5,44,2016TA05_44,
P85,E,6,P85E06,Sc,Kelowna,2016,TA,5,45,2016TA05_45,
P85,F,6,P85F06,Sc,Kelowna,2016,TA,5,46,2016TA05_46,
P85,G,6,P85G06,Sc,Kelowna,2016,TA,5,47,2016TA05_47,
P85,H,6,P85H06,Sc,Kelowna,2016,TA,5,48,2016TA05_48,
P85,A,7,P85A07,Sc,Kelowna,2016,TA,6,1,2016TA06_01,
P85,B,7,P85B07,Sc,Kelowna,2016,TA,6,2,2016TA06_02,
P85,C,7,P85C07,Sc,Kelowna,2016,TA,6,3,2016TA06_03,
P85,D,7,P85D07,Sc,Kelowna,2016,TA,6,4,2016TA06_04,
P85,E,7,P85E07,Sc,Kelowna,2016,TA,6,5,2016TA06_05,
P85,F,7,P85F07,Sc,Kelowna,2016,TA,6,6,2016TA06_06,
P85,G,7,P85G07,Sc,Kelowna,2016,TA,6,7,2016TA06_07,
P85,H,7,P85H07,Sc,Kelowna,2016,TA,6,8,2016TA06_08,
P85,A,8,P85A08,Sc,Kelowna,2016,TA,6,9,2016TA06_09,
P85,B,8,P85B08,Sc,Kelowna,2016,TA,6,10,2016TA06_10,
P85,C,8,P85C08,Sc,Kelowna,2016,TA,6,11,2016TA06_11,
P85,D,8,P85D08,Sc,Kelowna,2016,TA,6,12,2016TA06_12,
P85,E,8,P85E08,Sc,Kelowna,2016,TA,6,13,2016TA06_13,
P85,F,8,P85F08,Sc,Kelowna,2016,TA,6,14,2016TA06_14,
P85,G,8,P85G08,Sc,Kelowna,2016,TA,6,15,2016TA06_15,
P85,H,8,P85H08,Sc,Kelowna,2016,TA,6,16,2016TA06_16,
P85,A,9,P85A09,Sc,Kelowna,2016,TA,6,17,2016TA06_17,
P85,B,9,P85B09,Sc,Kelowna,2016,TA,6,18,2016TA06_18,
P85,C,9,P85C09,Sc,Kelowna,2016,TA,6,19,2016TA06_19,
P85,D,9,P85D09,Sc,Kelowna,2016,TA,6,20,2016TA06_20,
P85,E,9,P85E09,Sc,Kelowna,2016,TA,6,21,2016TA06_21,
P85,F,9,P85F09,Sc,Kelowna,2016,TA,6,22,2016TA06_22,
P85,G,9,P85G09,Sc,Kelowna,2016,TA,6,23,2016TA06_23,
P85,H,9,P85H09,Sc,Kelowna,2016,TA,6,24,2016TA06_24,
P85,A,10,P85A10,Sc,Kelowna,2016,TA,6,25,2016TA06_25,
P85,B,10,P85B10,Sc,Kelowna,2016,TA,6,26,2016TA06_26,
P85,C,10,P85C10,Sc,Kelowna,2016,TA,6,27,2016TA06_27,
P85,D,10,P85D10,Sc,Kelowna,2016,TA,6,28,2016TA06_28,
P85,E,10,P85E10,Sc,Kelowna,2016,TA,6,29,2016TA06_29,
P85,F,10,P85F10,Sc,Kelowna,2016,TA,6,30,2016TA06_30,
P85,G,10,P85G10,Sc,Kelowna,2016,TA,6,31,2016TA06_31,
P85,H,10,P85H10,Sc,Kelowna,2016,TA,6,32,2016TA06_32,
P85,A,11,P85A11,Sc,Kelowna,2016,TA,6,33,2016TA06_33,
P85,B,11,P85B11,Sc,Kelowna,2016,TA,6,34,2016TA06_34,
P85,C,11,P85C11,Sc,Kelowna,2016,TA,6,35,2016TA06_35,
P85,D,11,P85D11,Sc,Kelowna,2016,TA,6,36,2016TA06_36,
P85,E,11,P85E11,Sc,Kelowna,2016,TA,6,37,2016TA06_37,
P85,F,11,P85F11,Sc,Kelowna,2016,TA,6,38,2016TA06_38,
P85,G,11,P85G11,Sc,Kelowna,2016,TA,6,39,2016TA06_39,
P85,H,11,P85H11,Sc,Kelowna,2016,TA,6,40,2016TA06_40,
P85,A,12,P85A12,Sc,Kelowna,2016,TA,6,41,2016TA06_41,
P85,B,12,P85B12,Sc,Kelowna,2016,TA,6,42,2016TA06_42,
P85,C,12,P85C12,Sc,Kelowna,2016,TA,6,43,2016TA06_43,
P85,D,12,P85D12,Sc,Kelowna,2016,TA,6,44,2016TA06_44,
P85,E,12,P85E12,Sc,Kelowna,2016,TA,6,45,2016TA06_45,
P85,F,12,P85F12,Sc,Kelowna,2016,TA,6,46,2016TA06_46,
P86,A,1,P86A01,Sc,OliverOsoyoos,2016,RD,2,1,2016RD02_01,
P86,B,1,P86B01,Sc,OliverOsoyoos,2016,RD,2,2,2016RD02_02,
P86,C,1,P86C01,Sc,OliverOsoyoos,2016,RD,2,3,2016RD02_03,
P86,D,1,P86D01,Sc,OliverOsoyoos,2016,RD,2,4,2016RD02_04,
P86,E,1,P86E01,Sc,OliverOsoyoos,2016,RD,2,5,2016RD02_05,
P86,F,1,P86F01,Sc,OliverOsoyoos,2016,RD,2,6,2016RD02_06,
P86,G,1,P86G01,Sc,OliverOsoyoos,2016,RD,2,7,2016RD02_07,
P86,H,1,P86H01,Sc,OliverOsoyoos,2016,RD,2,8,2016RD02_08,
P86,A,2,P86A02,Sc,OliverOsoyoos,2016,RD,2,9,2016RD02_09,
P86,B,2,P86B02,Sc,OliverOsoyoos,2016,RD,2,10,2016RD02_10,
P86,C,2,P86C02,Sc,OliverOsoyoos,2016,RD,2,11,2016RD02_11,
P86,D,2,P86D02,Sc,OliverOsoyoos,2016,RD,2,12,2016RD02_12,
P86,E,2,P86E02,Sc,OliverOsoyoos,2016,RD,2,13,2016RD02_13,
P86,F,2,P86F02,Sc,OliverOsoyoos,2016,RD,2,14,2016RD02_14,
P86,G,2,P86G02,Sc,OliverOsoyoos,2016,RD,2,15,2016RD02_15,
P86,H,2,P86H02,Sc,OliverOsoyoos,2016,RD,2,16,2016RD02_16,
P86,A,3,P86A03,Sc,OliverOsoyoos,2016,RD,2,17,2016RD02_17,
P86,B,3,P86B03,Sc,OliverOsoyoos,2016,RD,2,18,2016RD02_18,
P86,C,3,P86C03,Sc,OliverOsoyoos,2016,RD,2,19,2016RD02_19,
P86,D,3,P86D03,Sc,OliverOsoyoos,2016,RD,2,20,2016RD02_20,
P86,E,3,P86E03,Sc,OliverOsoyoos,2016,RD,2,21,2016RD02_21,
P86,F,3,P86F03,Sc,OliverOsoyoos,2016,RD,2,22,2016RD02_22,
P86,G,3,P86G03,Sc,OliverOsoyoos,2016,RD,2,23,2016RD02_23,
P86,H,3,P86H03,Sc,OliverOsoyoos,2016,RD,2,24,2016RD02_24,
P86,A,4,P86A04,Sc,OliverOsoyoos,2016,RD,2,25,2016RD02_25,
P86,B,4,P86B04,Sc,OliverOsoyoos,2016,RD,2,26,2016RD02_26,
P86,C,4,P86C04,Sc,OliverOsoyoos,2016,RD,2,27,2016RD02_27,
P86,D,4,P86D04,Sc,OliverOsoyoos,2016,RD,2,28,2016RD02_28,
P86,E,4,P86E04,Sc,OliverOsoyoos,2016,RD,2,29,2016RD02_29,
P86,F,4,P86F04,Sc,OliverOsoyoos,2016,RD,2,30,2016RD02_30,
P86,G,4,P86G04,Sc,OliverOsoyoos,2016,RD,2,31,2016RD02_31,
P86,H,4,P86H04,Sc,OliverOsoyoos,2016,RD,2,32,2016RD02_32,
P86,A,5,P86A05,Sc,OliverOsoyoos,2016,RD,2,33,2016RD02_33,
P86,B,5,P86B05,Sc,OliverOsoyoos,2016,RD,2,34,2016RD02_34,
P86,C,5,P86C05,Sc,OliverOsoyoos,2016,RD,2,35,2016RD02_35,
P86,D,5,P86D05,Sc,OliverOsoyoos,2016,RD,2,36,2016RD02_36,
P86,E,5,P86E05,Sc,OliverOsoyoos,2016,RD,2,37,2016RD02_37,
P86,F,5,P86F05,Sc,OliverOsoyoos,2016,RD,2,38,2016RD02_38,
P86,G,5,P86G05,Sc,OliverOsoyoos,2016,RD,2,39,2016RD02_39,
P86,H,5,P86H05,Sc,OliverOsoyoos,2016,RD,2,40,2016RD02_40,
P86,A,6,P86A06,Sc,OliverOsoyoos,2016,RD,2,41,2016RD02_41,
P86,B,6,P86B06,Sc,OliverOsoyoos,2016,RD,2,42,2016RD02_42,
P86,C,6,P86C06,Sc,OliverOsoyoos,2016,RD,2,43,2016RD02_43,
P86,D,6,P86D06,Sc,OliverOsoyoos,2016,RD,2,44,2016RD02_44,
P86,E,6,P86E06,Sc,OliverOsoyoos,2016,RD,2,45,2016RD02_45,
P86,F,6,P86F06,Sc,OliverOsoyoos,2016,RD,2,46,2016RD02_46,
P86,G,6,P86G06,Sc,OliverOsoyoos,2016,RD,2,47,2016RD02_47,
P86,H,6,P86H06,Sc,OliverOsoyoos,2016,RD,2,48,2016RD02_48,
P86,A,7,P86A07,Sc,OliverOsoyoos,2016,RD,3,1,2016RD03_01,
P86,B,7,P86B07,Sc,OliverOsoyoos,2016,RD,3,2,2016RD03_02,
P86,C,7,P86C07,Sc,OliverOsoyoos,2016,RD,3,3,2016RD03_03,
P86,D,7,P86D07,Sc,OliverOsoyoos,2016,RD,3,4,2016RD03_04,
P86,E,7,P86E07,Sc,OliverOsoyoos,2016,RD,3,5,2016RD03_05,
P86,F,7,P86F07,Sc,OliverOsoyoos,2016,RD,3,6,2016RD03_06,
P86,G,7,P86G07,Sc,OliverOsoyoos,2016,RD,3,7,2016RD03_07,
P86,H,7,P86H07,Sc,OliverOsoyoos,2016,RD,3,8,2016RD03_08,
P86,A,8,P86A08,Sc,OliverOsoyoos,2016,RD,3,9,2016RD03_09,
P86,B,8,P86B08,Sc,OliverOsoyoos,2016,RD,3,10,2016RD03_10,
P86,C,8,P86C08,Sc,OliverOsoyoos,2016,RD,3,11,2016RD03_11,
P86,D,8,P86D08,Sc,OliverOsoyoos,2016,RD,3,12,2016RD03_12,
P86,E,8,P86E08,Sc,OliverOsoyoos,2016,RD,3,13,2016RD03_13,
P86,F,8,P86F08,Sc,OliverOsoyoos,2016,RD,3,14,2016RD03_14,
P86,G,8,P86G08,Sc,OliverOsoyoos,2016,RD,3,15,2016RD03_15,
P86,H,8,P86H08,Sc,OliverOsoyoos,2016,RD,3,16,2016RD03_16,
P86,A,9,P86A09,Sc,OliverOsoyoos,2016,RD,3,17,2016RD03_17,
P86,B,9,P86B09,Sc,OliverOsoyoos,2016,RD,3,18,2016RD03_18,
P86,C,9,P86C09,Sc,OliverOsoyoos,2016,RD,3,19,2016RD03_19,
P86,D,9,P86D09,Sc,OliverOsoyoos,2016,RD,3,20,2016RD03_20,
P86,E,9,P86E09,Sc,OliverOsoyoos,2016,RD,3,21,2016RD03_21,
P86,F,9,P86F09,Sc,OliverOsoyoos,2016,RD,3,22,2016RD03_22,
P86,G,9,P86G09,Sc,OliverOsoyoos,2016,RD,3,23,2016RD03_23,
P86,H,9,P86H09,Sc,OliverOsoyoos,2016,RD,3,24,2016RD03_24,
P86,A,10,P86A10,Sc,OliverOsoyoos,2016,RD,3,25,2016RD03_25,
P86,B,10,P86B10,Sc,OliverOsoyoos,2016,RD,3,26,2016RD03_26,
P86,C,10,P86C10,Sc,OliverOsoyoos,2016,RD,3,27,2016RD03_27,
P86,D,10,P86D10,Sc,OliverOsoyoos,2016,RD,3,28,2016RD03_28,
P86,E,10,P86E10,Sc,OliverOsoyoos,2016,RD,3,29,2016RD03_29,
P86,F,10,P86F10,Sc,OliverOsoyoos,2016,RD,3,30,2016RD03_30,
P86,G,10,P86G10,Sc,OliverOsoyoos,2016,RD,3,31,2016RD03_31,
P86,H,10,P86H10,Sc,OliverOsoyoos,2016,RD,3,32,2016RD03_32,
P86,A,11,P86A11,Sc,OliverOsoyoos,2016,RD,3,33,2016RD03_33,
P86,B,11,P86B11,Sc,OliverOsoyoos,2016,RD,3,34,2016RD03_34,
P86,C,11,P86C11,Sc,OliverOsoyoos,2016,RD,3,35,2016RD03_35,
P86,D,11,P86D11,Sc,OliverOsoyoos,2016,RD,3,36,2016RD03_36,
P86,E,11,P86E11,Sc,OliverOsoyoos,2016,RD,3,37,2016RD03_37,
P86,F,11,P86F11,Sc,OliverOsoyoos,2016,RD,3,38,2016RD03_38,
P86,G,11,P86G11,Sc,OliverOsoyoos,2016,RD,3,39,2016RD03_39,
P86,H,11,P86H11,Sc,OliverOsoyoos,2016,RD,3,40,2016RD03_40,
P86,A,12,P86A12,Sc,OliverOsoyoos,2016,RD,3,41,2016RD03_41,
P86,B,12,P86B12,Sc,OliverOsoyoos,2016,RD,3,42,2016RD03_42,
P86,C,12,P86C12,Sc,OliverOsoyoos,2016,RD,3,43,2016RD03_43,
P86,D,12,P86D12,Sc,OliverOsoyoos,2016,RD,3,44,2016RD03_44,
P86,E,12,P86E12,Sc,OliverOsoyoos,2016,RD,3,45,2016RD03_45,
P86,F,12,P86F12,Sc,OliverOsoyoos,2016,RD,3,46,2016RD03_46,
P87,A,1,P87A01,Sc,OliverOsoyoos,2016,RD,4,1,2016RD04_01,
P87,B,1,P87B01,Sc,OliverOsoyoos,2016,RD,4,2,2016RD04_02,
P87,C,1,P87C01,Sc,OliverOsoyoos,2016,RD,4,3,2016RD04_03,
P87,D,1,P87D01,Sc,OliverOsoyoos,2016,RD,4,4,2016RD04_04,
P87,E,1,P87E01,Sc,OliverOsoyoos,2016,RD,4,5,2016RD04_05,
P87,F,1,P87F01,Sc,OliverOsoyoos,2016,RD,4,6,2016RD04_06,
P87,G,1,P87G01,Sc,OliverOsoyoos,2016,RD,4,7,2016RD04_07,
P87,H,1,P87H01,Sc,OliverOsoyoos,2016,RD,4,8,2016RD04_08,
P87,A,2,P87A02,Sc,OliverOsoyoos,2016,RD,4,9,2016RD04_09,
P87,B,2,P87B02,Sc,OliverOsoyoos,2016,RD,4,10,2016RD04_10,
P87,C,2,P87C02,Sc,OliverOsoyoos,2016,RD,4,11,2016RD04_11,
P87,D,2,P87D02,Sc,OliverOsoyoos,2016,RD,4,12,2016RD04_12,
P87,E,2,P87E02,Sc,OliverOsoyoos,2016,RD,4,13,2016RD04_13,
P87,F,2,P87F02,Sc,OliverOsoyoos,2016,RD,4,14,2016RD04_14,
P87,G,2,P87G02,Sc,OliverOsoyoos,2016,RD,4,15,2016RD04_15,
P87,H,2,P87H02,Sc,OliverOsoyoos,2016,RD,4,16,2016RD04_16,
P87,A,3,P87A03,Sc,OliverOsoyoos,2016,RD,4,17,2016RD04_17,
P87,B,3,P87B03,Sc,OliverOsoyoos,2016,RD,4,18,2016RD04_18,
P87,C,3,P87C03,Sc,OliverOsoyoos,2016,RD,4,19,2016RD04_19,
P87,D,3,P87D03,Sc,OliverOsoyoos,2016,RD,4,20,2016RD04_20,
P87,E,3,P87E03,Sc,OliverOsoyoos,2016,RD,4,21,2016RD04_21,
P87,F,3,P87F03,Sc,OliverOsoyoos,2016,RD,4,22,2016RD04_22,
P87,G,3,P87G03,Sc,OliverOsoyoos,2016,RD,4,23,2016RD04_23,
P87,H,3,P87H03,Sc,OliverOsoyoos,2016,RD,4,24,2016RD04_24,
P87,A,4,P87A04,Sc,OliverOsoyoos,2016,RD,4,25,2016RD04_25,
P87,B,4,P87B04,Sc,OliverOsoyoos,2016,RD,4,26,2016RD04_26,
P87,C,4,P87C04,Sc,OliverOsoyoos,2016,RD,4,27,2016RD04_27,
P87,D,4,P87D04,Sc,OliverOsoyoos,2016,RD,4,28,2016RD04_28,
P87,E,4,P87E04,Sc,OliverOsoyoos,2016,RD,4,29,2016RD04_29,
P87,F,4,P87F04,Sc,OliverOsoyoos,2016,RD,4,30,2016RD04_30,
P87,G,4,P87G04,Sc,OliverOsoyoos,2016,RD,4,31,2016RD04_31,
P87,H,4,P87H04,Sc,OliverOsoyoos,2016,RD,4,32,2016RD04_32,
P87,A,5,P87A05,Sc,OliverOsoyoos,2016,RD,4,33,2016RD04_33,
P87,B,5,P87B05,Sc,OliverOsoyoos,2016,RD,4,34,2016RD04_34,
P87,C,5,P87C05,Sc,OliverOsoyoos,2016,RD,4,35,2016RD04_35,
P87,D,5,P87D05,Sc,OliverOsoyoos,2016,RD,4,36,2016RD04_36,
P87,E,5,P87E05,Sc,OliverOsoyoos,2016,RD,4,37,2016RD04_37,
P87,F,5,P87F05,Sc,OliverOsoyoos,2016,RD,4,38,2016RD04_38,
P87,G,5,P87G05,Sc,OliverOsoyoos,2016,RD,4,39,2016RD04_39,
P87,H,5,P87H05,Sc,OliverOsoyoos,2016,RD,4,40,2016RD04_40,
P87,A,6,P87A06,Sc,OliverOsoyoos,2016,RD,4,41,2016RD04_41,
P87,B,6,P87B06,Sc,OliverOsoyoos,2016,RD,4,42,2016RD04_42,
P87,C,6,P87C06,Sc,OliverOsoyoos,2016,RD,4,43,2016RD04_43,
P87,D,6,P87D06,Sc,OliverOsoyoos,2016,RD,4,44,2016RD04_44,
P87,E,6,P87E06,Sc,OliverOsoyoos,2016,RD,4,45,2016RD04_45,
P87,F,6,P87F06,Sc,OliverOsoyoos,2016,RD,4,46,2016RD04_46,
P87,G,6,P87G06,Sc,OliverOsoyoos,2016,RD,4,47,2016RD04_47,
P87,H,6,P87H06,Sc,OliverOsoyoos,2016,RD,4,48,2016RD04_48,
P87,A,7,P87A07,Sc,OliverOsoyoos,2016,RD,5,1,2016RD05_01,
P87,B,7,P87B07,Sc,OliverOsoyoos,2016,RD,5,2,2016RD05_02,
P87,C,7,P87C07,Sc,OliverOsoyoos,2016,RD,5,3,2016RD05_03,
P87,D,7,P87D07,Sc,OliverOsoyoos,2016,RD,5,4,2016RD05_04,
P87,E,7,P87E07,Sc,OliverOsoyoos,2016,RD,5,5,2016RD05_05,
P87,F,7,P87F07,Sc,OliverOsoyoos,2016,RD,5,6,2016RD05_06,
P87,G,7,P87G07,Sc,OliverOsoyoos,2016,RD,5,7,2016RD05_07,
P87,H,7,P87H07,Sc,OliverOsoyoos,2016,RD,5,8,2016RD05_08,
P87,A,8,P87A08,Sc,OliverOsoyoos,2016,RD,5,9,2016RD05_09,
P87,B,8,P87B08,Sc,OliverOsoyoos,2016,RD,5,10,2016RD05_10,
P87,C,8,P87C08,Sc,OliverOsoyoos,2016,RD,5,11,2016RD05_11,
P87,D,8,P87D08,Sc,OliverOsoyoos,2016,RD,5,12,2016RD05_12,
P87,E,8,P87E08,Sc,OliverOsoyoos,2016,RD,5,13,2016RD05_13,
P87,F,8,P87F08,Sc,OliverOsoyoos,2016,RD,5,14,2016RD05_14,
P87,G,8,P87G08,Sc,OliverOsoyoos,2016,RD,5,15,2016RD05_15,
P87,H,8,P87H08,Sc,OliverOsoyoos,2016,RD,5,16,2016RD05_16,
P87,A,9,P87A09,Sc,OliverOsoyoos,2016,RD,5,17,2016RD05_17,
P87,B,9,P87B09,Sc,OliverOsoyoos,2016,RD,5,18,2016RD05_18,
P87,C,9,P87C09,Sc,OliverOsoyoos,2016,RD,5,19,2016RD05_19,
P87,D,9,P87D09,Sc,OliverOsoyoos,2016,RD,5,20,2016RD05_20,
P87,E,9,P87E09,Sc,OliverOsoyoos,2016,RD,5,21,2016RD05_21,
P87,F,9,P87F09,Sc,OliverOsoyoos,2016,RD,5,22,2016RD05_22,
P87,G,9,P87G09,Sc,OliverOsoyoos,2016,RD,5,23,2016RD05_23,
P87,H,9,P87H09,Sc,OliverOsoyoos,2016,RD,5,24,2016RD05_24,
P87,A,10,P87A10,Sc,OliverOsoyoos,2016,RD,5,25,2016RD05_25,
P87,B,10,P87B10,Sc,OliverOsoyoos,2016,RD,5,26,2016RD05_26,
P87,C,10,P87C10,Sc,OliverOsoyoos,2016,RD,5,27,2016RD05_27,
P87,D,10,P87D10,Sc,OliverOsoyoos,2016,RD,5,28,2016RD05_28,
P87,E,10,P87E10,Sc,OliverOsoyoos,2016,RD,5,29,2016RD05_29,
P87,F,10,P87F10,Sc,OliverOsoyoos,2016,RD,5,30,2016RD05_30,
P87,G,10,P87G10,Sc,OliverOsoyoos,2016,RD,5,31,2016RD05_31,
P87,H,10,P87H10,Sc,OliverOsoyoos,2016,RD,5,32,2016RD05_32,
P87,A,11,P87A11,Sc,OliverOsoyoos,2016,RD,5,33,2016RD05_33,
P87,B,11,P87B11,Sc,OliverOsoyoos,2016,RD,5,34,2016RD05_34,
P87,C,11,P87C11,Sc,OliverOsoyoos,2016,RD,5,35,2016RD05_35,
P87,D,11,P87D11,Sc,OliverOsoyoos,2016,RD,5,36,2016RD05_36,
P87,E,11,P87E11,Sc,OliverOsoyoos,2016,RD,5,37,2016RD05_37,
P87,F,11,P87F11,Sc,OliverOsoyoos,2016,RD,5,38,2016RD05_38,
P87,G,11,P87G11,Sc,OliverOsoyoos,2016,RD,5,39,2016RD05_39,
P87,H,11,P87H11,Sc,OliverOsoyoos,2016,RD,5,40,2016RD05_40,
P87,A,12,P87A12,Sc,OliverOsoyoos,2016,RD,5,41,2016RD05_41,
P87,B,12,P87B12,Sc,OliverOsoyoos,2016,RD,5,42,2016RD05_42,
P87,C,12,P87C12,Sc,OliverOsoyoos,2016,RD,5,43,2016RD05_43,
