Plate,Row,Column,plateId,species,subRegion,vintage,vineyard,fermRep,isolate,isolateId,Notes
P87,D,12,P87D12,Sc,OliverOsoyoos,2016,RD,5,44,2016RD05_44,
P87,E,12,P87E12,Sc,OliverOsoyoos,2016,RD,5,45,2016RD05_45,
P87,F,12,P87F12,Sc,OliverOsoyoos,2016,RD,5,46,2016RD05_46,
P88,A,1,P88A01,Sc,Kelowna,2016,PNC,1,1,2016PNC01_01,
P88,B,1,P88B01,Sc,Kelowna,2016,PNC,1,2,2016PNC01_02,
P88,C,1,P88C01,Sc,Kelowna,2016,PNC,1,3,2016PNC01_03,
P88,D,1,P88D01,Sc,Kelowna,2016,PNC,1,4,2016PNC01_04,
P88,E,1,P88E01,Sc,Kelowna,2016,PNC,1,5,2016PNC01_05,
P88,F,1,P88F01,Sc,Kelowna,2016,PNC,1,6,2016PNC01_06,
P88,G,1,P88G01,Sc,Kelowna,2016,PNC,1,7,2016PNC01_07,
P88,H,1,P88H01,Sc,Kelowna,2016,PNC,1,8,2016PNC01_08,
P88,A,2,P88A02,Sc,Kelowna,2016,PNC,1,9,2016PNC01_09,
P88,B,2,P88B02,Sc,Kelowna,2016,PNC,1,10,2016PNC01_10,
P88,C,2,P88C02,Sc,Kelowna,2016,PNC,1,11,2016PNC01_11,
P88,D,2,P88D02,Sc,Kelowna,2016,PNC,1,12,2016PNC01_12,
P88,E,2,P88E02,Sc,Kelowna,2016,PNC,1,13,2016PNC01_13,
P88,F,2,P88F02,Sc,Kelowna,2016,PNC,1,14,2016PNC01_14,
P88,G,2,P88G02,Sc,Kelowna,2016,PNC,1,15,2016PNC01_15,
P88,H,2,P88H02,Sc,Kelowna,2016,PNC,1,16,2016PNC01_16,
P88,A,3,P88A03,Sc,Kelowna,2016,PNC,1,17,2016PNC01_17,
P88,B,3,P88B03,Sc,Kelowna,2016,PNC,1,18,2016PNC01_18,
P88,C,3,P88C03,Sc,Kelowna,2016,PNC,1,19,2016PNC01_19,
P88,D,3,P88D03,Sc,Kelowna,2016,PNC,1,20,2016PNC01_20,
P88,E,3,P88E03,Sc,Kelowna,2016,PNC,1,21,2016PNC01_21,
P88,F,3,P88F03,Sc,Kelowna,2016,PNC,1,22,2016PNC01_22,
P88,G,3,P88G03,Sc,Kelowna,2016,PNC,1,23,2016PNC01_23,
P88,H,3,P88H03,Sc,Kelowna,2016,PNC,1,24,2016PNC01_24,
P88,A,4,P88A04,Sc,Kelowna,2016,PNC,1,25,2016PNC01_25,
P88,B,4,P88B04,Sc,Kelowna,2016,PNC,1,26,2016PNC01_26,
P88,C,4,P88C04,Sc,Kelowna,2016,PNC,1,27,2016PNC01_27,
P88,D,4,P88D04,Sc,Kelowna,2016,PNC,1,28,2016PNC01_28,
P88,E,4,P88E04,Sc,Kelowna,2016,PNC,1,29,2016PNC01_29,
P88,F,4,P88F04,Sc,Kelowna,2016,PNC,1,30,2016PNC01_30,
P88,G,4,P88G04,Sc,Kelowna,2016,PNC,1,31,2016PNC01_31,
P88,H,4,P88H04,Sc,Kelowna,2016,PNC,1,32,2016PNC01_32,
P88,A,5,P88A05,Sc,Kelowna,2016,PNC,1,33,2016PNC01_33,
P88,B,5,P88B05,Sc,Kelowna,2016,PNC,1,34,2016PNC01_34,
P88,C,5,P88C05,Sc,Kelowna,2016,PNC,1,35,2016PNC01_35,
P88,D,5,P88D05,Sc,Kelowna,2016,PNC,1,36,2016PNC01_36,
P88,E,5,P88E05,Sc,Kelowna,2016,PNC,1,37,2016PNC01_37,
P88,F,5,P88F05,Sc,Kelowna,2016,PNC,1,38,2016PNC01_38,
P88,G,5,P88G05,Sc,Kelowna,2016,PNC,1,39,2016PNC01_39,
P88,H,5,P88H05,Sc,Kelowna,2016,PNC,1,40,2016PNC01_40,
P88,A,6,P88A06,Sc,Kelowna,2016,PNC,1,41,2016PNC01_41,
P88,B,6,P88B06,Sc,Kelowna,2016,PNC,1,42,2016PNC01_42,
P88,C,6,P88C06,Sc,Kelowna,2016,PNC,1,43,2016PNC01_43,
P88,D,6,P88D06,Sc,Kelowna,2016,PNC,1,44,2016PNC01_44,
P88,E,6,P88E06,Sc,Kelowna,2016,PNC,1,45,2016PNC01_45,
P88,F,6,P88F06,Sc,Kelowna,2016,PNC,1,46,2016PNC01_46,
P88,G,6,P88G06,Sc,Kelowna,2016,PNC,1,47,2016PNC01_47,
P88,H,6,P88H06,Sc,Kelowna,2016,PNC,1,48,2016PNC01_48,
P88,A,7,P88A07,Sc,Kelowna,2016,PNC,2,1,2016PNC02_01,
P88,B,7,P88B07,Sc,Kelowna,2016,PNC,2,2,2016PNC02_02,
P88,C,7,P88C07,Sc,Kelowna,2016,PNC,2,3,2016PNC02_03,
P88,D,7,P88D07,Sc,Kelowna,2016,PNC,2,4,2016PNC02_04,
P88,E,7,P88E07,Sc,Kelowna,2016,PNC,2,5,2016PNC02_05,
P88,F,7,P88F07,Sc,Kelowna,2016,PNC,2,6,2016PNC02_06,
P88,G,7,P88G07,Sc,Kelowna,2016,PNC,2,7,2016PNC02_07,
P88,H,7,P88H07,Sc,Kelowna,2016,PNC,2,8,2016PNC02_08,
P88,A,8,P88A08,Sc,Kelowna,2016,PNC,2,9,2016PNC02_09,
P88,B,8,P88B08,Sc,Kelowna,2016,PNC,2,10,2016PNC02_10,
P88,C,8,P88C08,Sc,Kelowna,2016,PNC,2,11,2016PNC02_11,
P88,D,8,P88D08,Sc,Kelowna,2016,PNC,2,12,2016PNC02_12,
P88,E,8,P88E08,Sc,Kelowna,2016,PNC,2,13,2016PNC02_13,
P88,F,8,P88F08,Sc,Kelowna,2016,PNC,2,14,2016PNC02_14,
P88,G,8,P88G08,Sc,Kelowna,2016,PNC,2,15,2016PNC02_15,
P88,H,8,P88H08,Sc,Kelowna,2016,PNC,2,16,2016PNC02_16,
P88,A,9,P88A09,Sc,Kelowna,2016,PNC,2,17,2016PNC02_17,
P88,B,9,P88B09,Sc,Kelowna,2016,PNC,2,18,2016PNC02_18,
P88,C,9,P88C09,Sc,Kelowna,2016,PNC,2,19,2016PNC02_19,
P88,D,9,P88D09,Sc,Kelowna,2016,PNC,2,20,2016PNC02_20,
P88,E,9,P88E09,Sc,Kelowna,2016,PNC,2,21,2016PNC02_21,
P88,F,9,P88F09,Sc,Kelowna,2016,PNC,2,22,2016PNC02_22,
P88,G,9,P88G09,Sc,Kelowna,2016,PNC,2,23,2016PNC02_23,
P88,H,9,P88H09,Sc,Kelowna,2016,PNC,2,24,2016PNC02_24,
P88,A,10,P88A10,Sc,Kelowna,2016,PNC,2,25,2016PNC02_25,
P88,B,10,P88B10,Sc,Kelowna,2016,PNC,2,26,2016PNC02_26,
P88,C,10,P88C10,Sc,Kelowna,2016,PNC,2,27,2016PNC02_27,
P88,D,10,P88D10,Sc,Kelowna,2016,PNC,2,28,2016PNC02_28,
P88,E,10,P88E10,Sc,Kelowna,2016,PNC,2,29,2016PNC02_29,
P88,F,10,P88F10,Sc,Kelowna,2016,PNC,2,30,2016PNC02_30,
P88,G,10,P88G10,Sc,Kelowna,2016,PNC,2,31,2016PNC02_31,
P88,H,10,P88H10,Sc,Kelowna,2016,PNC,2,32,2016PNC02_32,
P88,A,11,P88A11,Sc,Kelowna,2016,PNC,2,33,2016PNC02_33,
P88,B,11,P88B11,Sc,Kelowna,2016,PNC,2,34,2016PNC02_34,
P88,C,11,P88C11,Sc,Kelowna,2016,PNC,2,35,2016PNC02_35,
P88,D,11,P88D11,Sc,Kelowna,2016,PNC,2,36,2016PNC02_36,
P88,E,11,P88E11,Sc,Kelowna,2016,PNC,2,37,2016PNC02_37,
P88,F,11,P88F11,Sc,Kelowna,2016,PNC,2,38,2016PNC02_38,
P88,G,11,P88G11,Sc,Kelowna,2016,PNC,2,39,2016PNC02_39,
P88,H,11,P88H11,Sc,Kelowna,2016,PNC,2,40,2016PNC02_40,
P88,A,12,P88A12,Sc,Kelowna,2016,PNC,2,41,2016PNC02_41,
P88,B,12,P88B12,Sc,Kelowna,2016,PNC,2,42,2016PNC02_42,
P88,C,12,P88C12,Sc,Kelowna,2016,PNC,2,43,2016PNC02_43,
P88,D,12,P88D12,Sc,Kelowna,2016,PNC,2,44,2016PNC02_44,
P88,E,12,P88E12,Sc,Kelowna,2016,PNC,2,45,2016PNC02_45,
P88,F,12,P88F12,Sc,Kelowna,2016,PNC,2,46,2016PNC02_46,
P89,A,1,P89A01,Sc,Kelowna,2016,PNC,4,1,2016PNC04_01,
P89,B,1,P89B01,Sc,Kelowna,2016,PNC,4,2,2016PNC04_02,
P89,C,1,P89C01,Sc,Kelowna,2016,PNC,4,3,2016PNC04_03,
P89,D,1,P89D01,Sc,Kelowna,2016,PNC,4,4,2016PNC04_04,
P89,E,1,P89E01,Sc,Kelowna,2016,PNC,4,5,2016PNC04_05,
P89,F,1,P89F01,Sc,Kelowna,2016,PNC,4,6,2016PNC04_06,
P89,G,1,P89G01,Sc,Kelowna,2016,PNC,4,7,2016PNC04_07,
P89,H,1,P89H01,Sc,Kelowna,2016,PNC,4,8,2016PNC04_08,
P89,A,2,P89A02,Sc,Kelowna,2016,PNC,4,9,2016PNC04_09,
P89,B,2,P89B02,Sc,Kelowna,2016,PNC,4,10,2016PNC04_10,
P89,C,2,P89C02,Sc,Kelowna,2016,PNC,4,11,2016PNC04_11,
P89,D,2,P89D02,Sc,Kelowna,2016,PNC,4,12,2016PNC04_12,
P89,E,2,P89E02,Sc,Kelowna,2016,PNC,4,13,2016PNC04_13,
P89,F,2,P89F02,Sc,Kelowna,2016,PNC,4,14,2016PNC04_14,
P89,G,2,P89G02,Sc,Kelowna,2016,PNC,4,15,2016PNC04_15,
P89,H,2,P89H02,Sc,Kelowna,2016,PNC,4,16,2016PNC04_16,
P89,A,3,P89A03,Sc,Kelowna,2016,PNC,4,17,2016PNC04_17,
P89,B,3,P89B03,Sc,Kelowna,2016,PNC,4,18,2016PNC04_18,
P89,C,3,P89C03,Sc,Kelowna,2016,PNC,4,19,2016PNC04_19,
P89,D,3,P89D03,Sc,Kelowna,2016,PNC,4,20,2016PNC04_20,
P89,E,3,P89E03,Sc,Kelowna,2016,PNC,4,21,2016PNC04_21,
P89,F,3,P89F03,Sc,Kelowna,2016,PNC,4,22,2016PNC04_22,
P89,G,3,P89G03,Sc,Kelowna,2016,PNC,4,23,2016PNC04_23,
P89,H,3,P89H03,Sc,Kelowna,2016,PNC,4,24,2016PNC04_24,
P89,A,4,P89A04,Sc,Kelowna,2016,PNC,4,25,2016PNC04_25,
P89,B,4,P89B04,Sc,Kelowna,2016,PNC,4,26,2016PNC04_26,
P89,C,4,P89C04,Sc,Kelowna,2016,PNC,4,27,2016PNC04_27,
P89,D,4,P89D04,Sc,Kelowna,2016,PNC,4,28,2016PNC04_28,
P89,E,4,P89E04,Sc,Kelowna,2016,PNC,4,29,2016PNC04_29,
P89,F,4,P89F04,Sc,Kelowna,2016,PNC,4,30,2016PNC04_30,
P89,G,4,P89G04,Sc,Kelowna,2016,PNC,4,31,2016PNC04_31,
P89,H,4,P89H04,Sc,Kelowna,2016,PNC,4,32,2016PNC04_32,
P89,A,5,P89A05,Sc,Kelowna,2016,PNC,4,33,2016PNC04_33,
P89,B,5,P89B05,Sc,Kelowna,2016,PNC,4,34,2016PNC04_34,
P89,C,5,P89C05,Sc,Kelowna,2016,PNC,4,35,2016PNC04_35,
P89,D,5,P89D05,Sc,Kelowna,2016,PNC,4,36,2016PNC04_36,
P89,E,5,P89E05,Sc,Kelowna,2016,PNC,4,37,2016PNC04_37,
P89,F,5,P89F05,Sc,Kelowna,2016,PNC,4,38,2016PNC04_38,
P89,G,5,P89G05,Sc,Kelowna,2016,PNC,4,39,2016PNC04_39,
P89,H,5,P89H05,Sc,Kelowna,2016,PNC,4,40,2016PNC04_40,
P89,A,6,P89A06,Sc,Kelowna,2016,PNC,4,41,2016PNC04_41,
P89,B,6,P89B06,Sc,Kelowna,2016,PNC,4,42,2016PNC04_42,
P89,C,6,P89C06,Sc,Kelowna,2016,PNC,4,43,2016PNC04_43,
P89,D,6,P89D06,Sc,Kelowna,2016,PNC,4,44,2016PNC04_44,
P89,E,6,P89E06,Sc,Kelowna,2016,PNC,4,45,2016PNC04_45,
P89,F,6,P89F06,Sc,Kelowna,2016,PNC,4,46,2016PNC04_46,
P89,G,6,P89G06,Sc,Kelowna,2016,PNC,4,47,2016PNC04_47,
P89,H,6,P89H06,Sc,Kelowna,2016,PNC,4,48,2016PNC04_48,
P89,A,7,P89A07,Sc,Kelowna,2016,PNC,5,1,2016PNC05_01,
P89,B,7,P89B07,Sc,Kelowna,2016,PNC,5,2,2016PNC05_02,
P89,C,7,P89C07,Sc,Kelowna,2016,PNC,5,3,2016PNC05_03,
P89,D,7,P89D07,Sc,Kelowna,2016,PNC,5,4,2016PNC05_04,
P89,E,7,P89E07,Sc,Kelowna,2016,PNC,5,5,2016PNC05_05,
P89,F,7,P89F07,Sc,Kelowna,2016,PNC,5,6,2016PNC05_06,
P89,G,7,P89G07,Sc,Kelowna,2016,PNC,5,7,2016PNC05_07,
P89,H,7,P89H07,Sc,Kelowna,2016,PNC,5,8,2016PNC05_08,
P89,A,8,P89A08,Sc,Kelowna,2016,PNC,5,9,2016PNC05_09,
P89,B,8,P89B08,Sc,Kelowna,2016,PNC,5,10,2016PNC05_10,
P89,C,8,P89C08,Sc,Kelowna,2016,PNC,5,11,2016PNC05_11,
P89,D,8,P89D08,Sc,Kelowna,2016,PNC,5,12,2016PNC05_12,
P89,E,8,P89E08,Sc,Kelowna,2016,PNC,5,13,2016PNC05_13,
P89,F,8,P89F08,Sc,Kelowna,2016,PNC,5,14,2016PNC05_14,
P89,G,8,P89G08,Sc,Kelowna,2016,PNC,5,15,2016PNC05_15,
P89,H,8,P89H08,Sc,Kelowna,2016,PNC,5,16,2016PNC05_16,
P89,A,9,P89A09,Sc,Kelowna,2016,PNC,5,17,2016PNC05_17,
P89,B,9,P89B09,Sc,Kelowna,2016,PNC,5,18,2016PNC05_18,
P89,C,9,P89C09,Sc,Kelowna,2016,PNC,5,19,2016PNC05_19,
P89,D,9,P89D09,Sc,Kelowna,2016,PNC,5,20,2016PNC05_20,
P89,E,9,P89E09,Sc,Kelowna,2016,PNC,5,21,2016PNC05_21,
P89,F,9,P89F09,Sc,Kelowna,2016,PNC,5,22,2016PNC05_22,
P89,G,9,P89G09,Sc,Kelowna,2016,PNC,5,23,2016PNC05_23,
P89,H,9,P89H09,Sc,Kelowna,2016,PNC,5,24,2016PNC05_24,
P89,A,10,P89A10,Sc,Kelowna,2016,PNC,5,25,2016PNC05_25,
P89,B,10,P89B10,Sc,Kelowna,2016,PNC,5,26,2016PNC05_26,
P89,C,10,P89C10,Sc,Kelowna,2016,PNC,5,27,2016PNC05_27,
P89,D,10,P89D10,Sc,Kelowna,2016,PNC,5,28,2016PNC05_28,
P89,E,10,P89E10,Sc,Kelowna,2016,PNC,5,29,2016PNC05_29,
P89,F,10,P89F10,Sc,Kelowna,2016,PNC,5,30,2016PNC05_30,
P89,G,10,P89G10,Sc,Kelowna,2016,PNC,5,31,2016PNC05_31,
P89,H,10,P89H10,Sc,Kelowna,2016,PNC,5,32,2016PNC05_32,
P89,A,11,P89A11,Sc,Kelowna,2016,PNC,5,33,2016PNC05_33,
P89,B,11,P89B11,Sc,Kelowna,2016,PNC,5,34,2016PNC05_34,
P89,C,11,P89C11,Sc,Kelowna,2016,PNC,5,35,2016PNC05_35,
P89,D,11,P89D11,Sc,Kelowna,2016,PNC,5,36,2016PNC05_36,
P89,E,11,P89E11,Sc,Kelowna,2016,PNC,5,37,2016PNC05_37,
P89,F,11,P89F11,Sc,Kelowna,2016,PNC,5,38,2016PNC05_38,
P89,G,11,P89G11,Sc,Kelowna,2016,PNC,5,39,2016PNC05_39,
P89,H,11,P89H11,Sc,Kelowna,2016,PNC,5,40,2016PNC05_40,
P89,A,12,P89A12,Sc,Kelowna,2016,PNC,5,41,2016PNC05_41,
P89,B,12,P89B12,Sc,Kelowna,2016,PNC,5,42,2016PNC05_42,
P89,C,12,P89C12,Sc,Kelowna,2016,PNC,5,43,2016PNC05_43,
P89,D,12,P89D12,Sc,Kelowna,2016,PNC,5,44,2016PNC05_44,
P89,E,12,P89E12,Sc,Kelowna,2016,PNC,5,45,2016PNC05_45,
P89,F,12,P89F12,Sc,Kelowna,2016,PNC,5,46,2016PNC05_46,
P90,A,1,P90A01,Sc,Kelowna,2016,CC,1,1,2016CC01_01,
P90,B,1,P90B01,Sc,Kelowna,2016,CC,1,2,2016CC01_02,
P90,C,1,P90C01,Sc,Kelowna,2016,CC,1,3,2016CC01_03,
P90,D,1,P90D01,Sc,Kelowna,2016,CC,1,4,2016CC01_04,
P90,E,1,P90E01,Sc,Kelowna,2016,CC,1,5,2016CC01_05,
P90,F,1,P90F01,Sc,Kelowna,2016,CC,1,6,2016CC01_06,
P90,G,1,P90G01,Sc,Kelowna,2016,CC,1,7,2016CC01_07,
P90,H,1,P90H01,Sc,Kelowna,2016,CC,1,8,2016CC01_08,
P90,A,2,P90A02,Sc,Kelowna,2016,CC,1,9,2016CC01_09,
P90,B,2,P90B02,Sc,Kelowna,2016,CC,1,10,2016CC01_10,
P90,C,2,P90C02,Sc,Kelowna,2016,CC,1,11,2016CC01_11,
P90,D,2,P90D02,Sc,Kelowna,2016,CC,1,12,2016CC01_12,
P90,E,2,P90E02,Sc,Kelowna,2016,CC,1,13,2016CC01_13,
P90,F,2,P90F02,Sc,Kelowna,2016,CC,1,14,2016CC01_14,
P90,G,2,P90G02,Sc,Kelowna,2016,CC,1,15,2016CC01_15,
P90,H,2,P90H02,Sc,Kelowna,2016,CC,1,16,2016CC01_16,
P90,A,3,P90A03,Sc,Kelowna,2016,CC,1,17,2016CC01_17,
P90,B,3,P90B03,Sc,Kelowna,2016,CC,1,18,2016CC01_18,
P90,C,3,P90C03,Sc,Kelowna,2016,CC,1,19,2016CC01_19,
P90,D,3,P90D03,Sc,Kelowna,2016,CC,1,20,2016CC01_20,
P90,E,3,P90E03,Sc,Kelowna,2016,CC,1,21,2016CC01_21,
P90,F,3,P90F03,Sc,Kelowna,2016,CC,1,22,2016CC01_22,
P90,G,3,P90G03,Sc,Kelowna,2016,CC,1,23,2016CC01_23,
P90,H,3,P90H03,Sc,Kelowna,2016,CC,1,24,2016CC01_24,
P90,A,4,P90A04,Sc,Kelowna,2016,CC,1,25,2016CC01_25,
P90,B,4,P90B04,Sc,Kelowna,2016,CC,1,26,2016CC01_26,
P90,C,4,P90C04,Sc,Kelowna,2016,CC,1,27,2016CC01_27,
P90,D,4,P90D04,Sc,Kelowna,2016,CC,1,28,2016CC01_28,
P90,E,4,P90E04,Sc,Kelowna,2016,CC,1,29,2016CC01_29,
P90,F,4,P90F04,Sc,Kelowna,2016,CC,1,30,2016CC01_30,
P90,G,4,P90G04,Sc,Kelowna,2016,CC,1,31,2016CC01_31,
P90,H,4,P90H04,Sc,Kelowna,2016,CC,1,32,2016CC01_32,
P90,A,5,P90A05,Sc,Kelowna,2016,CC,1,33,2016CC01_33,
P90,B,5,P90B05,Sc,Kelowna,2016,CC,1,34,2016CC01_34,
P90,C,5,P90C05,Sc,Kelowna,2016,CC,1,35,2016CC01_35,
P90,D,5,P90D05,Sc,Kelowna,2016,CC,1,36,2016CC01_36,
P90,E,5,P90E05,Sc,Kelowna,2016,CC,1,37,2016CC01_37,
P90,F,5,P90F05,Sc,Kelowna,2016,CC,1,38,2016CC01_38,
P90,G,5,P90G05,Sc,Kelowna,2016,CC,1,39,2016CC01_39,
P90,H,5,P90H05,Sc,Kelowna,2016,CC,1,40,2016CC01_40,
P90,A,6,P90A06,Sc,Kelowna,2016,CC,1,41,2016CC01_41,
P90,B,6,P90B06,Sc,Kelowna,2016,CC,1,42,2016CC01_42,
P90,C,6,P90C06,Sc,Kelowna,2016,CC,1,43,2016CC01_43,
P90,D,6,P90D06,Sc,Kelowna,2016,CC,1,44,2016CC01_44,
P90,E,6,P90E06,Sc,Kelowna,2016,CC,1,45,2016CC01_45,
P90,F,6,P90F06,Sc,Kelowna,2016,CC,1,46,2016CC01_46,
P90,G,6,P90G06,Sc,Kelowna,2016,CC,1,47,2016CC01_47,
P90,H,6,P90H06,Sc,Kelowna,2016,CC,1,48,2016CC01_48,
P90,A,7,P90A07,Sc,Kelowna,2016,CC,2,1,2016CC02_01,
P90,B,7,P90B07,Sc,Kelowna,2016,CC,2,2,2016CC02_02,
P90,C,7,P90C07,Sc,Kelowna,2016,CC,2,3,2016CC02_03,
P90,D,7,P90D07,Sc,Kelowna,2016,CC,2,4,2016CC02_04,
P90,E,7,P90E07,Sc,Kelowna,2016,CC,2,5,2016CC02_05,
P90,F,7,P90F07,Sc,Kelowna,2016,CC,2,6,2016CC02_06,
P90,G,7,P90G07,Sc,Kelowna,2016,CC,2,7,2016CC02_07,
P90,H,7,P90H07,Sc,Kelowna,2016,CC,2,8,2016CC02_08,
P90,A,8,P90A08,Sc,Kelowna,2016,CC,2,9,2016CC02_09,
P90,B,8,P90B08,Sc,Kelowna,2016,CC,2,10,2016CC02_10,
P90,C,8,P90C08,Sc,Kelowna,2016,CC,2,11,2016CC02_11,
P90,D,8,P90D08,Sc,Kelowna,2016,CC,2,12,2016CC02_12,
P90,E,8,P90E08,Sc,Kelowna,2016,CC,2,13,2016CC02_13,
P90,F,8,P90F08,Sc,Kelowna,2016,CC,2,14,2016CC02_14,
P90,G,8,P90G08,Sc,Kelowna,2016,CC,2,15,2016CC02_15,
P90,H,8,P90H08,Sc,Kelowna,2016,CC,2,16,2016CC02_16,
P90,A,9,P90A09,Sc,Kelowna,2016,CC,2,17,2016CC02_17,
P90,B,9,P90B09,Sc,Kelowna,2016,CC,2,18,2016CC02_18,
P90,C,9,P90C09,Sc,Kelowna,2016,CC,2,19,2016CC02_19,
P90,D,9,P90D09,Sc,Kelowna,2016,CC,2,20,2016CC02_20,
P90,E,9,P90E09,Sc,Kelowna,2016,CC,2,21,2016CC02_21,
P90,F,9,P90F09,Sc,Kelowna,2016,CC,2,22,2016CC02_22,
P90,G,9,P90G09,Sc,Kelowna,2016,CC,2,23,2016CC02_23,
P90,H,9,P90H09,Sc,Kelowna,2016,CC,2,24,2016CC02_24,
P90,A,10,P90A10,Sc,Kelowna,2016,CC,2,25,2016CC02_25,
P90,B,10,P90B10,Sc,Kelowna,2016,CC,2,26,2016CC02_26,
P90,C,10,P90C10,Sc,Kelowna,2016,CC,2,27,2016CC02_27,
P90,D,10,P90D10,Sc,Kelowna,2016,CC,2,28,2016CC02_28,
P90,E,10,P90E10,Sc,Kelowna,2016,CC,2,29,2016CC02_29,
P90,F,10,P90F10,Sc,Kelowna,2016,CC,2,30,2016CC02_30,
P90,G,10,P90G10,Sc,Kelowna,2016,CC,2,31,2016CC02_31,
P90,H,10,P90H10,Sc,Kelowna,2016,CC,2,32,2016CC02_32,
P90,A,11,P90A11,Sc,Kelowna,2016,CC,2,33,2016CC02_33,
P90,B,11,P90B11,Sc,Kelowna,2016,CC,2,34,2016CC02_34,
P90,C,11,P90C11,Sc,Kelowna,2016,CC,2,35,2016CC02_35,
P90,D,11,P90D11,Sc,Kelowna,2016,CC,2,36,2016CC02_36,
P90,E,11,P90E11,Sc,Kelowna,2016,CC,2,37,2016CC02_37,
P90,F,11,P90F11,Sc,Kelowna,2016,CC,2,38,2016CC02_38,
P90,G,11,P90G11,Sc,Kelowna,2016,CC,2,39,2016CC02_39,
P90,H,11,P90H11,Sc,Kelowna,2016,CC,2,40,2016CC02_40,
P90,A,12,P90A12,Sc,Kelowna,2016,CC,2,41,2016CC02_41,
P90,B,12,P90B12,Sc,Kelowna,2016,CC,2,42,2016CC02_42,
P90,C,12,P90C12,Sc,Kelowna,2016,CC,2,43,2016CC02_43,
P90,D,12,P90D12,Sc,Kelowna,2016,CC,2,44,2016CC02_44,
P90,E,12,P90E12,Sc,Kelowna,2016,CC,2,45,2016CC02_45,
P90,F,12,P90F12,Sc,Kelowna,2016,CC,2,46,2016CC02_46,
P91,A,1,P91A01,Sc,Kelowna,2016,CC,3,1,2016CC03_01,
P91,B,1,P91B01,Sc,Kelowna,2016,CC,3,2,2016CC03_02,
P91,C,1,P91C01,Sc,Kelowna,2016,CC,3,3,2016CC03_03,
P91,D,1,P91D01,Sc,Kelowna,2016,CC,3,4,2016CC03_04,
P91,E,1,P91E01,Sc,Kelowna,2016,CC,3,5,2016CC03_05,
P91,F,1,P91F01,Sc,Kelowna,2016,CC,3,6,2016CC03_06,
P91,G,1,P91G01,Sc,Kelowna,2016,CC,3,7,2016CC03_07,
P91,H,1,P91H01,Sc,Kelowna,2016,CC,3,8,2016CC03_08,
P91,A,2,P91A02,Sc,Kelowna,2016,CC,3,9,2016CC03_09,
P91,B,2,P91B02,Sc,Kelowna,2016,CC,3,10,2016CC03_10,
P91,C,2,P91C02,Sc,Kelowna,2016,CC,3,11,2016CC03_11,
P91,D,2,P91D02,Sc,Kelowna,2016,CC,3,12,2016CC03_12,
P91,E,2,P91E02,Sc,Kelowna,2016,CC,3,13,2016CC03_13,
P91,F,2,P91F02,Sc,Kelowna,2016,CC,3,14,2016CC03_14,
P91,G,2,P91G02,Sc,Kelowna,2016,CC,3,15,2016CC03_15,
P91,H,2,P91H02,Sc,Kelowna,2016,CC,3,16,2016CC03_16,
P91,A,3,P91A03,Sc,Kelowna,2016,CC,3,17,2016CC03_17,
P91,B,3,P91B03,Sc,Kelowna,2016,CC,3,18,2016CC03_18,
P91,C,3,P91C03,Sc,Kelowna,2016,CC,3,19,2016CC03_19,
P91,D,3,P91D03,Sc,Kelowna,2016,CC,3,20,2016CC03_20,
P91,E,3,P91E03,Sc,Kelowna,2016,CC,3,21,2016CC03_21,
P91,F,3,P91F03,Sc,Kelowna,2016,CC,3,22,2016CC03_22,
P91,G,3,P91G03,Sc,Kelowna,2016,CC,3,23,2016CC03_23,
P91,H,3,P91H03,Sc,Kelowna,2016,CC,3,24,2016CC03_24,
P91,A,4,P91A04,Sc,Kelowna,2016,CC,3,25,2016CC03_25,
P91,B,4,P91B04,Sc,Kelowna,2016,CC,3,26,2016CC03_26,
P91,C,4,P91C04,Sc,Kelowna,2016,CC,3,27,2016CC03_27,
P91,D,4,P91D04,Sc,Kelowna,2016,CC,3,28,2016CC03_28,
P91,E,4,P91E04,Sc,Kelowna,2016,CC,3,29,2016CC03_29,
P91,F,4,P91F04,Sc,Kelowna,2016,CC,3,30,2016CC03_30,
P91,G,4,P91G04,Sc,Kelowna,2016,CC,3,31,2016CC03_31,
P91,H,4,P91H04,Sc,Kelowna,2016,CC,3,32,2016CC03_32,
P91,A,5,P91A05,Sc,Kelowna,2016,CC,3,33,2016CC03_33,
P91,B,5,P91B05,Sc,Kelowna,2016,CC,3,34,2016CC03_34,
P91,C,5,P91C05,Sc,Kelowna,2016,CC,3,35,2016CC03_35,
P91,D,5,P91D05,Sc,Kelowna,2016,CC,3,36,2016CC03_36,
P91,E,5,P91E05,Sc,Kelowna,2016,CC,3,37,2016CC03_37,
P91,F,5,P91F05,Sc,Kelowna,2016,CC,3,38,2016CC03_38,
P91,G,5,P91G05,Sc,Kelowna,2016,CC,3,39,2016CC03_39,
P91,H,5,P91H05,Sc,Kelowna,2016,CC,3,40,2016CC03_40,
P91,A,6,P91A06,Sc,Kelowna,2016,CC,3,41,2016CC03_41,
P91,B,6,P91B06,Sc,Kelowna,2016,CC,3,42,2016CC03_42,
P91,C,6,P91C06,Sc,Kelowna,2016,CC,3,43,2016CC03_43,
P91,D,6,P91D06,Sc,Kelowna,2016,CC,3,44,2016CC03_44,
P91,E,6,P91E06,Sc,Kelowna,2016,CC,3,45,2016CC03_45,
