plateId,plate,cell,species,vintage,winery,vineyard,fermRep,hour,timepoint,isolate,isolateId,C3.1,C3.2,C5.1,C5.2,C8.1,C8.2,C4.1,C4.2,O91.1,O91.2,AT4.1,AT4.2,SCAAT3.1,SCAAT3.2,OO9.1,OO9.2
P08H08,P08,H08,Sc,2013,OCP,Red,1,12.8Bx,M,12,2013_OCP_Red1_12.8Bx_12,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P08A09,P08,A09,Sc,2013,OCP,Red,1,12.8Bx,M,13,2013_OCP_Red1_12.8Bx_13,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P08B09,P08,B09,Sc,2013,OCP,Red,1,12.8Bx,M,14,2013_OCP_Red1_12.8Bx_14,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P08C09,P08,C09,Sc,2013,OCP,Red,1,12.8Bx,M,15,2013_OCP_Red1_12.8Bx_15,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P08D09,P08,D09,Sc,2013,OCP,Red,1,12.8Bx,M,16,2013_OCP_Red1_12.8Bx_16,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P08E09,P08,E09,Sc,2013,OCP,Red,1,12.8Bx,M,17,2013_OCP_Red1_12.8Bx_17,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P08F09,P08,F09,Sc,2013,OCP,Red,1,12.8Bx,M,18,2013_OCP_Red1_12.8Bx_18,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P08G09,P08,G09,Sc,2013,OCP,Red,1,12.8Bx,M,19,2013_OCP_Red1_12.8Bx_19,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P08H09,P08,H09,Sc,2013,OCP,Red,1,12.8Bx,M,20,2013_OCP_Red1_12.8Bx_20,121,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
T14Floor01,T14,r01,Sc,2013,OCP,Tank surface swab,,,N,1,2013_OCP_SA_T14_Floor_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor02,T14,r02,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor03,T14,r03,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor04,T14,r04,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor05,T14,r05,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor06,T14,r06,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor07,T14,r07,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor08,T14,r08,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor09,T14,r09,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T14Floor10,T14,r10,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T14_Floor_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T53Boot01,T53,t01,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T53_Boot_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T53Boot02,T53,t02,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T53_Boot_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T53Boot05,T53,t05,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T53_Boot_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T53Floor01,T53,r01,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T53_Floor_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T53Floor02,T53,r02,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T53_Floor_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T53Floor03,T53,r03,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T53_Floor_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T53Floor04,T53,r04,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T53_Floor_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T53Floor05,T53,r05,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T53_Floor_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T54Floor01,T54,r01,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T54_Floor_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T54Floor04,T54,r04,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T54_Floor_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T54Floor05,T54,r05,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T54_Floor_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T54Floor07,T54,r07,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T54_Floor_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T54Floor08,T54,r08,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T54_Floor_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T54Floor09,T54,r09,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T54_Floor_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T54Floor10,T54,r10,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T54_Floor_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
T54Floor03,T54,r03,Sc,2013,OCP,Tank surface swab,,,N,,2013_OCP_SA_T54_Floor_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P02A04,P02,A04,Sc,2013,OCP,W,12,236,E,1,2013_OCP_W12_236_01,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01A01,P01,A01,Sc,2013,OCP,W,10,236,E,1,2013_OCP_W10_236_01,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P02B04,P02,B04,Sc,2013,OCP,W,12,236,E,2,2013_OCP_W12_236_02,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01F08,P01,F08,Sc,2013,OCP,W,11,236,E,2,2013_OCP_W11_236_02,121,135,157,157,146,149,256,258,244,250,275,295,403,403,423,452
P02C04,P02,C04,Sc,2013,OCP,W,12,236,E,3,2013_OCP_W12_236_03,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01C01,P01,C01,Sc,2013,OCP,W,10,236,E,3,2013_OCP_W10_236_03,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P01G08,P01,G08,Sc,2013,OCP,W,11,236,E,3,2013_OCP_W11_236_03,121,135,157,157,146,149,256,258,244,250,275,295,403,403,423,452
P01H08,P01,H08,Sc,2013,OCP,W,11,236,E,4,2013_OCP_W11_236_04,115,115,141,141,149,149,261,261,289,289,279,279,385,385,446,446
P02D04,P02,D04,Sc,2013,OCP,W,12,236,E,4,2013_OCP_W12_236_04,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01D01,P01,D01,Sc,2013,OCP,W,10,236,E,4,2013_OCP_W10_236_04,121,135,157,157,146,149,256,258,244,250,275,295,403,403,423,452
P02E04,P02,E04,Sc,2013,OCP,W,12,236,E,5,2013_OCP_W12_236_05,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02F04,P02,F04,Sc,2013,OCP,W,12,236,E,6,2013_OCP_W12_236_06,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01F01,P01,F01,Sc,2013,OCP,W,10,236,E,6,2013_OCP_W10_236_06,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P02G04,P02,G04,Sc,2013,OCP,W,12,236,E,7,2013_OCP_W12_236_07,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01G01,P01,G01,Sc,2013,OCP,W,10,236,E,7,2013_OCP_W10_236_07,121,121,151,163,146,149,261,261,301,317,293,293,380,403,420,452
P01D09,P01,D09,Sc,2013,OCP,W,11,236,E,8,2013_OCP_W11_236_08,121,121,122,122,146,149,256,256,295,295,279,279,400,400,452,452
P02H04,P02,H04,Sc,2013,OCP,W,12,236,E,8,2013_OCP_W12_236_08,121,121,151,163,146,149,261,261,301,317,293,293,380,403,420,452
P01E09,P01,E09,Sc,2013,OCP,W,11,236,E,9,2013_OCP_W11_236_09,121,121,151,163,146,149,261,261,301,317,293,293,380,403,420,452
P02B05,P02,B05,Sc,2013,OCP,W,12,236,E,10,2013_OCP_W12_236_10,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P02C05,P02,C05,Sc,2013,OCP,W,12,236,E,11,2013_OCP_W12_236_11,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01C02,P01,C02,Sc,2013,OCP,W,10,236,E,11,2013_OCP_W10_236_11,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P01G09,P01,G09,Sc,2013,OCP,W,11,236,E,11,2013_OCP_W11_236_11,121,121,144,153,146,153,256,256,277,301,289,289,397,397,446,452
P02D05,P02,D05,Sc,2013,OCP,W,12,236,E,12,2013_OCP_W12_236_12,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01H09,P01,H09,Sc,2013,OCP,W,11,236,E,12,2013_OCP_W11_236_12,121,121,144,153,146,153,256,256,277,277,289,289,397,397,446,452
P01D02,P01,D02,Sc,2013,OCP,W,10,236,E,12,2013_OCP_W10_236_12,124,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P02E05,P02,E05,Sc,2013,OCP,W,12,236,E,13,2013_OCP_W12_236_13,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01A10,P01,A10,Sc,2013,OCP,W,11,236,E,13,2013_OCP_W11_236_13,121,121,144,153,146,153,256,256,301,304,289,293,397,403,446,452
P02F05,P02,F05,Sc,2013,OCP,W,12,236,E,14,2013_OCP_W12_236_14,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01B10,P01,B10,Sc,2013,OCP,W,11,236,E,14,2013_OCP_W11_236_14,121,121,144,153,146,153,256,256,277,301,289,293,397,403,446,452
P02G05,P02,G05,Sc,2013,OCP,W,12,236,E,15,2013_OCP_W12_236_15,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01G02,P01,G02,Sc,2013,OCP,W,10,236,E,15,2013_OCP_W10_236_15,121,121,122,122,149,149,256,256,274,274,275,275,380,380,449,449
P02H05,P02,H05,Sc,2013,OCP,W,12,236,E,16,2013_OCP_W12_236_16,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01H02,P01,H02,Sc,2013,OCP,W,10,236,E,16,2013_OCP_W10_236_16,121,121,139,139,149,149,249,249,247,247,304,304,388,388,423,423
P02A06,P02,A06,Sc,2013,OCP,W,12,236,E,17,2013_OCP_W12_236_17,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02B06,P02,B06,Sc,2013,OCP,W,12,236,E,18,2013_OCP_W12_236_18,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01C03,P01,C03,Sc,2013,OCP,W,10,236,E,19,2013_OCP_W10_236_19,115,121,124,132,139,146,310,310,268,317,276,289,388,388,423,434
P02C06,P02,C06,Sc,2013,OCP,W,12,236,E,19,2013_OCP_W12_236_19,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01G10,P01,G10,Sc,2013,OCP,W,11,236,E,19,2013_OCP_W11_236_19,121,121,144,153,146,153,256,256,277,301,289,293,397,403,446,452
P02D06,P02,D06,Sc,2013,OCP,W,12,236,E,20,2013_OCP_W12_236_20,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01H10,P01,H10,Sc,2013,OCP,W,11,236,E,20,2013_OCP_W11_236_20,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P02A09,P02,A09,Sc,2013,OCP,W,12,645,L,1,2013_OCP_W12_645_01,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02E01,P02,E01,Sc,2013,OCP,W,11,645,L,1,2013_OCP_W11_645_01,121,121,144,153,146,153,256,256,277,277,289,289,397,397,446,452
P02B09,P02,B09,Sc,2013,OCP,W,12,645,L,2,2013_OCP_W12_645_02,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01B06,P01,B06,Sc,2013,OCP,W,10,645,L,2,2013_OCP_W10_645_02,121,135,157,157,146,149,256,258,244,250,275,295,403,403,423,452
P02F01,P02,F01,Sc,2013,OCP,W,11,645,L,2,2013_OCP_W11_645_02,127,127,146,157,143,149,253,253,247,247,299,304,373,403,420,420
P02G01,P02,G01,Sc,2013,OCP,W,11,645,L,3,2013_OCP_W11_645_03,121,121,144,153,153,153,256,256,277,301,293,293,400,403,446,446
P02D09,P02,D09,Sc,2013,OCP,W,12,645,L,4,2013_OCP_W12_645_04,115,115,122,137,139,153,253,261,283,298,297,297,403,403,446,449
P02H01,P02,H01,Sc,2013,OCP,W,11,645,L,4,2013_OCP_W11_645_04,121,121,144,153,146,153,256,256,277,301,289,293,397,403,446,452
P02E09,P02,E09,Sc,2013,OCP,W,12,645,L,5,2013_OCP_W12_645_05,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01E06,P01,E06,Sc,2013,OCP,W,10,645,L,5,2013_OCP_W10_645_05,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P02A02,P02,A02,Sc,2013,OCP,W,11,645,L,5,2013_OCP_W11_645_05,121,121,151,163,146,149,261,261,301,317,293,293,380,403,420,452
P02F09,P02,F09,Sc,2013,OCP,W,12,645,L,6,2013_OCP_W12_645_06,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02B02,P02,B02,Sc,2013,OCP,W,11,645,L,6,2013_OCP_W11_645_06,121,135,139,139,149,156,256,271,259,292,277,291,385,385,446,449
P01F06,P01,F06,Sc,2013,OCP,W,10,645,L,6,2013_OCP_W10_645_06,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P02G09,P02,G09,Sc,2013,OCP,W,12,645,L,7,2013_OCP_W12_645_07,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02C02,P02,C02,Sc,2013,OCP,W,11,645,L,7,2013_OCP_W11_645_07,121,121,144,153,146,153,256,256,277,301,289,293,397,403,446,452
P02D02,P02,D02,Sc,2013,OCP,W,11,645,L,8,2013_OCP_W11_645_08,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P02A10,P02,A10,Sc,2013,OCP,W,12,645,L,9,2013_OCP_W12_645_09,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02B10,P02,B10,Sc,2013,OCP,W,12,645,L,10,2013_OCP_W12_645_10,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02F02,P02,F02,Sc,2013,OCP,W,11,645,L,10,2013_OCP_W11_645_10,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02G02,P02,G02,Sc,2013,OCP,W,11,645,L,11,2013_OCP_W11_645_11,115,121,165,172,146,146,231,231,301,301,293,293,403,403,455,455
P01C07,P01,C07,Sc,2013,OCP,W,10,645,L,11,2013_OCP_W10_645_11,121,121,122,122,149,149,256,256,274,274,275,275,380,380,449,449
P02D10,P02,D10,Sc,2013,OCP,W,12,645,L,12,2013_OCP_W12_645_12,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02H02,P02,H02,Sc,2013,OCP,W,11,645,L,12,2013_OCP_W11_645_12,121,135,120,139,133,149,258,264,320,320,291,293,380,385,411,420
P02E10,P02,E10,Sc,2013,OCP,W,12,645,L,13,2013_OCP_W12_645_13,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02A03,P02,A03,Sc,2013,OCP,W,11,645,L,13,2013_OCP_W11_645_13,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P01F07,P01,F07,Sc,2013,OCP,W,10,645,L,14,2013_OCP_W10_645_14,115,121,124,132,139,146,310,310,268,317,276,289,388,388,423,434
P02F10,P02,F10,Sc,2013,OCP,W,12,645,L,14,2013_OCP_W12_645_14,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02B03,P02,B03,Sc,2013,OCP,W,11,645,L,14,2013_OCP_W11_645_14,121,121,157,157,149,149,258,258,244,244,275,275,403,403,423,423
P02G10,P02,G10,Sc,2013,OCP,W,12,645,L,15,2013_OCP_W12_645_15,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02H10,P02,H10,Sc,2013,OCP,W,12,645,L,16,2013_OCP_W12_645_16,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02D03,P02,D03,Sc,2013,OCP,W,11,645,L,16,2013_OCP_W11_645_16,121,121,157,157,149,149,256,256,244,244,275,275,409,409,423,423
P01A08,P01,A08,Sc,2013,OCP,W,10,645,L,17,2013_OCP_W10_645_17,115,121,124,132,139,146,310,310,268,317,276,289,388,388,423,434
P02E03,P02,E03,Sc,2013,OCP,W,11,645,L,17,2013_OCP_W11_645_17,121,121,144,153,146,153,256,256,277,301,289,293,397,403,446,452
P02F03,P02,F03,Sc,2013,OCP,W,11,645,L,18,2013_OCP_W11_645_18,121,121,153,153,146,153,256,256,277,301,289,293,397,403,452,452
P02C11,P02,C11,Sc,2013,OCP,W,12,645,L,19,2013_OCP_W12_645_19,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02G03,P02,G03,Sc,2013,OCP,W,11,645,L,19,2013_OCP_W11_645_19,121,121,144,153,146,153,256,256,277,277,289,289,397,397,446,452
P02D11,P02,D11,Sc,2013,OCP,W,12,645,L,20,2013_OCP_W12_645_20,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01D08,P01,D08,Sc,2013,OCP,W,10,645,L,20,2013_OCP_W10_645_20,121,135,157,157,146,149,256,258,244,250,275,295,403,403,423,452
P02H03,P02,H03,Sc,2013,OCP,W,11,645,L,20,2013_OCP_W11_645_20,121,121,157,157,149,149,258,258,244,244,275,275,403,403,423,423
P01A11,P01,A11,Sc,2013,OCP,W,11,332,M,1,2013_OCP_W11_332_01,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P01E03,P01,E03,Sc,2013,OCP,W,10,332,M,1,2013_OCP_W10_332_01,121,124,137,137,146,146,249,249,280,292,289,293,425,425,420,446
P02E06,P02,E06,Sc,2013,OCP,W,12,332,M,1,2013_OCP_W12_332_01,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P01B11,P01,B11,Sc,2013,OCP,W,11,332,M,2,2013_OCP_W11_332_02,121,121,153,153,146,153,256,256,277,301,289,293,397,397,452,452
P01F03,P01,F03,Sc,2013,OCP,W,10,332,M,2,2013_OCP_W10_332_02,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P02G06,P02,G06,Sc,2013,OCP,W,12,332,M,3,2013_OCP_W12_332_03,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02H06,P02,H06,Sc,2013,OCP,W,12,332,M,4,2013_OCP_W12_332_04,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01D11,P01,D11,Sc,2013,OCP,W,11,332,M,4,2013_OCP_W11_332_04,121,121,157,157,149,149,256,256,244,244,275,275,403,403,452,452
P02A07,P02,A07,Sc,2013,OCP,W,12,332,M,5,2013_OCP_W12_332_05,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01F11,P01,F11,Sc,2013,OCP,W,11,332,M,6,2013_OCP_W11_332_06,121,135,120,139,133,149,261,264,320,320,291,293,380,385,411,420
P02C07,P02,C07,Sc,2013,OCP,W,12,332,M,7,2013_OCP_W12_332_07,115,115,122,137,139,153,253,261,283,298,297,297,403,403,446,449
P01G11,P01,G11,Sc,2013,OCP,W,11,332,M,7,2013_OCP_W11_332_07,121,121,144,153,146,153,256,256,277,277,289,289,397,397,446,446
P01H11,P01,H11,Sc,2013,OCP,W,11,332,M,8,2013_OCP_W11_332_08,115,121,165,172,146,146,231,231,301,301,293,293,403,403,455,455
P02D07,P02,D07,Sc,2013,OCP,W,12,332,M,8,2013_OCP_W12_332_08,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01E04,P01,E04,Sc,2013,OCP,W,10,332,M,9,2013_OCP_W10_332_09,115,121,124,132,139,146,310,310,268,317,276,289,388,388,423,434
P02E07,P02,E07,Sc,2013,OCP,W,12,332,M,9,2013_OCP_W12_332_09,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02F07,P02,F07,Sc,2013,OCP,W,12,332,M,10,2013_OCP_W12_332_10,115,121,137,137,146,149,256,256,259,259,289,289,400,425,446,446
P01F04,P01,F04,Sc,2013,OCP,W,10,332,M,10,2013_OCP_W10_332_10,121,135,157,157,146,149,256,258,244,244,275,295,403,403,423,452
P02G07,P02,G07,Sc,2013,OCP,W,12,332,M,11,2013_OCP_W12_332_11,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01G04,P01,G04,Sc,2013,OCP,W,10,332,M,11,2013_OCP_W10_332_11,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P02H07,P02,H07,Sc,2013,OCP,W,12,332,M,12,2013_OCP_W12_332_12,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01E12,P01,E12,Sc,2013,OCP,W,11,332,M,13,2013_OCP_W11_332_13,121,121,144,153,146,153,256,256,277,301,289,293,397,403,446,452
P02A08,P02,A08,Sc,2013,OCP,W,12,332,M,13,2013_OCP_W12_332_13,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P01B05,P01,B05,Sc,2013,OCP,W,10,332,M,14,2013_OCP_W10_332_14,115,121,137,137,146,149,256,256,259,259,289,289,400,425,446,446
P02B08,P02,B08,Sc,2013,OCP,W,12,332,M,14,2013_OCP_W12_332_14,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01F12,P01,F12,Sc,2013,OCP,W,11,332,M,14,2013_OCP_W11_332_14,121,121,144,153,146,153,256,256,277,277,289,289,397,397,446,452
P02C08,P02,C08,Sc,2013,OCP,W,12,332,M,15,2013_OCP_W12_332_15,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01C05,P01,C05,Sc,2013,OCP,W,10,332,M,15,2013_OCP_W10_332_15,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
P02D08,P02,D08,Sc,2013,OCP,W,12,332,M,16,2013_OCP_W12_332_16,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P02E08,P02,E08,Sc,2013,OCP,W,12,332,M,17,2013_OCP_W12_332_17,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
P01E05,P01,E05,Sc,2013,OCP,W,10,332,M,17,2013_OCP_W10_332_17,121,135,157,157,146,149,256,258,244,250,275,295,403,403,423,452
P02A01,P02,A01,Sc,2013,OCP,W,11,332,M,17,2013_OCP_W11_332_17,121,121,151,163,146,149,261,261,301,317,293,293,380,403,420,455
P02B01,P02,B01,Sc,2013,OCP,W,11,332,M,18,2013_OCP_W11_332_18,121,121,144,153,146,153,256,256,277,277,289,289,397,397,446,452
P01G05,P01,G05,Sc,2013,OCP,W,10,332,M,19,2013_OCP_W10_332_19,121,135,157,157,146,149,256,258,244,250,275,295,409,409,423,452
P02C01,P02,C01,Sc,2013,OCP,W,11,332,M,19,2013_OCP_W11_332_19,121,121,144,153,146,153,256,256,277,277,289,289,397,397,446,452
P02D01,P02,D01,Sc,2013,OCP,W,11,332,M,20,2013_OCP_W11_332_20,115,121,137,170,146,149,256,256,259,259,289,289,400,425,446,446
P07E08,P07,E08,Sc,2013,OCP,White,1,16.4Bx,E,1,2013_OCP_White1_16.4Bx_01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07F08,P07,F08,Sc,2013,OCP,White,1,16.4Bx,E,2,2013_OCP_White1_16.4Bx_02,121,121,122,122,143,143,243,249,301,301,287,293,385,385,446,446
P07G08,P07,G08,Sc,2013,OCP,White,1,16.4Bx,E,3,2013_OCP_White1_16.4Bx_03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07H08,P07,H08,Sc,2013,OCP,White,1,16.4Bx,E,4,2013_OCP_White1_16.4Bx_04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07A09,P07,A09,Sc,2013,OCP,White,1,16.4Bx,E,5,2013_OCP_White1_16.4Bx_05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07B09,P07,B09,Sc,2013,OCP,White,1,16.4Bx,E,6,2013_OCP_White1_16.4Bx_06,124,124,122,122,149,149,258,258,274,274,291,291,394,394,416,425
P07C09,P07,C09,Sc,2013,OCP,White,1,16.4Bx,E,7,2013_OCP_White1_16.4Bx_07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07D09,P07,D09,Sc,2013,OCP,White,1,16.4Bx,E,8,2013_OCP_White1_16.4Bx_08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07E09,P07,E09,Sc,2013,OCP,White,1,16.4Bx,E,9,2013_OCP_White1_16.4Bx_09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07F09,P07,F09,Sc,2013,OCP,White,1,16.4Bx,E,10,2013_OCP_White1_16.4Bx_10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07G09,P07,G09,Sc,2013,OCP,White,1,16.4Bx,E,11,2013_OCP_White1_16.4Bx_11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P07H09,P07,H09,Sc,2013,OCP,White,1,16.4Bx,E,12,2013_OCP_White1_16.4Bx_12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
