8,1,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
isolateId,popprId,C3,,C5,,C8,,C4,,O91,,AT4,,SCAAT3,,OO9,
2014OCP03_Early_23,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP05_Early_23,Sc_2014_WIN_5_E,127,127,128,128,146,146,250,250,273,286,291,291,400,400,446,446
2014OCP01_Early_24,Sc_2014_WIN_1_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_24,Sc_2014_WIN_2_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Early_24,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP05_Early_24,Sc_2014_WIN_5_E,127,127,128,128,146,146,250,250,286,286,291,291,400,400,446,446
2014OCP01_Early_25,Sc_2014_WIN_1_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_25,Sc_2014_WIN_2_E,124,124,159,161,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Early_25,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP01_Early_26,Sc_2014_WIN_1_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_26,Sc_2014_WIN_2_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Early_26,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Early_26,Sc_2014_WIN_4_E,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
2014OCP04_Early_27,Sc_2014_WIN_4_E,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP05_Early_27,Sc_2014_WIN_5_E,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP01_Early_27,Sc_2014_WIN_1_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_27,Sc_2014_WIN_2_E,124,124,159,159,149,149,253,253,254,254,277,277,0,0,420,420
2014OCP03_Early_27,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,428
2014OCP05_Early_28,Sc_2014_WIN_5_E,121,121,151,163,146,149,261,261,276,301,293,293,380,403,420,452
2014OCP06_Early_28,Sc_2014_WIN_6_E,121,127,137,157,143,146,253,271,248,248,299,299,400,400,420,431
2014OCP01_Early_28,Sc_2014_WIN_1_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_28,Sc_2014_WIN_2_E,124,124,159,161,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Early_28,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Early_28,Sc_2014_WIN_4_E,124,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP01_Early_29,Sc_2014_WIN_1_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_29,Sc_2014_WIN_2_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Early_29,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP01_Early_30,Sc_2014_WIN_1_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_30,Sc_2014_WIN_2_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Early_30,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_31,Sc_2014_WIN_2_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Early_31,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Early_32,Sc_2014_WIN_6_E,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Early_32,Sc_2014_WIN_1_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Early_32,Sc_2014_WIN_2_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Early_32,Sc_2014_WIN_3_E,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_01,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,268,276,289,388,483,423,434
2014OCP05_Late_01,Sc_2014_WIN_5_L,115,121,124,132,139,146,310,310,268,316,276,289,388,388,423,434
2014OCP06_Late_01,Sc_2014_WIN_6_L,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP01_Late_01,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_01,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_01,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_02,Sc_2014_WIN_2_L,115,121,124,132,139,146,310,310,268,320,276,289,388,388,423,434
2014OCP04_Late_02,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,320,276,289,388,483,423,434
2014OCP05_Late_02,Sc_2014_WIN_5_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP06_Late_02,Sc_2014_WIN_6_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Late_02,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_02,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_03,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,316,289,289,388,483,423,434
2014OCP05_Late_03,Sc_2014_WIN_5_L,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
2014OCP06_Late_03,Sc_2014_WIN_6_L,115,121,124,132,139,146,307,310,268,316,276,289,388,483,423,434
2014OCP03_Late_03,Sc_2014_WIN_3_L,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP01_Late_03,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_03,Sc_2014_WIN_2_L,124,124,159,161,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_04,Sc_2014_WIN_2_L,115,121,124,132,139,146,0,0,268,268,276,289,388,388,423,434
2014OCP05_Late_04,Sc_2014_WIN_5_L,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
2014OCP04_Late_04,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Late_04,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_04,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Late_04,Sc_2014_WIN_6_L,127,127,147,147,149,149,250,250,248,248,304,304,388,388,423,423
2014OCP05_Late_05,Sc_2014_WIN_5_L,115,121,124,132,139,146,264,310,268,268,276,289,388,388,423,434
2014OCP06_Late_05,Sc_2014_WIN_6_L,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP02_Late_05,Sc_2014_WIN_2_L,118,118,137,137,146,149,253,258,323,323,293,293,394,394,452,452
2014OCP04_Late_05,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
2014OCP01_Late_05,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_05,Sc_2014_WIN_3_L,127,127,120,120,146,146,263,263,254,254,277,277,500,500,420,420
2014OCP04_Late_06,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP05_Late_06,Sc_2014_WIN_5_L,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP06_Late_06,Sc_2014_WIN_6_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Late_06,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_06,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_07,Sc_2014_WIN_4_L,115,121,124,132,139,146,310,310,268,268,276,289,388,388,423,434
2014OCP06_Late_07,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP01_Late_07,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_07,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_08,Sc_2014_WIN_3_L,115,115,122,137,139,153,253,261,283,298,293,297,403,403,446,449
2014OCP06_Late_08,Sc_2014_WIN_6_L,115,121,124,132,139,146,307,310,268,316,276,289,388,483,423,434
2014OCP02_Late_08,Sc_2014_WIN_2_L,118,118,137,137,146,149,253,258,323,323,293,293,394,394,452,452
2014OCP04_Late_08,Sc_2014_WIN_4_L,121,135,157,157,146,149,256,258,244,250,275,295,403,403,423,452
2014OCP06_Late_09,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP04_Late_09,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Late_09,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_09,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_09,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP01_Late_10,Sc_2014_WIN_1_L,115,115,124,132,139,146,310,310,268,316,276,289,388,388,423,434
2014OCP02_Late_10,Sc_2014_WIN_2_L,115,115,124,132,139,146,310,310,268,316,276,289,388,388,423,434
2014OCP06_Late_10,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,313,268,320,276,289,388,483,423,434
2014OCP04_Late_10,Sc_2014_WIN_4_L,121,124,137,166,146,146,250,250,280,280,293,293,425,425,420,420
2014OCP03_Late_10,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_11,Sc_2014_WIN_3_L,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
2014OCP06_Late_11,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP04_Late_11,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
2014OCP01_Late_11,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_11,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Late_12,Sc_2014_WIN_6_L,115,115,124,132,139,146,310,310,268,316,276,289,388,388,423,434
2014OCP04_Late_12,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
2014OCP01_Late_12,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_12,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_12,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_13,Sc_2014_WIN_4_L,115,115,124,132,139,146,264,310,268,268,276,289,388,483,423,434
2014OCP06_Late_13,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,289,289,388,483,423,434
2014OCP01_Late_13,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_13,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_13,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_14,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
2014OCP06_Late_14,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP01_Late_14,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_14,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_15,Sc_2014_WIN_4_L,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP06_Late_15,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP01_Late_15,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_15,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_15,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Late_16,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,320,276,289,388,483,423,434
2014OCP04_Late_16,Sc_2014_WIN_4_L,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP02_Late_16,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_16,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP01_Late_17,Sc_2014_WIN_1_L,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
2014OCP04_Late_17,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,316,276,289,388,388,423,434
2014OCP06_Late_17,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP02_Late_17,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_18,Sc_2014_WIN_2_L,115,121,124,132,139,146,310,310,268,320,276,289,388,388,423,434
2014OCP03_Late_18,Sc_2014_WIN_3_L,115,121,124,132,139,146,264,310,268,320,276,289,388,388,423,434
2014OCP06_Late_18,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP04_Late_18,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
2014OCP01_Late_18,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_19,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP06_Late_19,Sc_2014_WIN_6_L,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP01_Late_19,Sc_2014_WIN_1_L,124,124,159,161,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_19,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_19,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_20,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,320,276,289,388,483,423,434
2014OCP06_Late_20,Sc_2014_WIN_6_L,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP01_Late_20,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_20,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_20,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,256,254,254,277,277,380,380,420,420
2014OCP06_Late_21,Sc_2014_WIN_6_L,115,121,124,132,139,146,307,310,268,316,276,289,388,483,423,434
2014OCP04_Late_21,Sc_2014_WIN_4_L,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP02_Late_21,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_21,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Late_22,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP02_Late_22,Sc_2014_WIN_2_L,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP04_Late_22,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Late_22,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,383,420,420
2014OCP03_Late_22,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_23,Sc_2014_WIN_4_L,115,121,124,132,139,146,310,310,268,268,276,289,388,388,423,434
2014OCP06_Late_23,Sc_2014_WIN_6_L,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP01_Late_23,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_23,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_23,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_24,Sc_2014_WIN_4_L,115,115,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP06_Late_24,Sc_2014_WIN_6_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Late_24,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_24,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_24,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_25,Sc_2014_WIN_2_L,115,115,124,132,139,146,264,310,268,316,276,289,388,388,423,434
2014OCP04_Late_25,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP06_Late_25,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP01_Late_25,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Late_26,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP04_Late_26,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Late_26,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_26,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,0,0,420,420
2014OCP04_Late_27,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,320,276,289,388,483,423,434
2014OCP06_Late_27,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,289,289,388,483,423,434
2014OCP01_Late_27,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_27,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_28,Sc_2014_WIN_4_L,115,115,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP06_Late_28,Sc_2014_WIN_6_L,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP01_Late_28,Sc_2014_WIN_1_L,121,124,137,137,146,146,250,250,280,280,289,293,425,425,420,446
2014OCP02_Late_28,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Late_29,Sc_2014_WIN_6_L,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP04_Late_29,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,301,293,293,380,403,420,452
2014OCP01_Late_29,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_29,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Late_30,Sc_2014_WIN_4_L,115,121,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP01_Late_30,Sc_2014_WIN_1_L,121,121,151,163,146,149,261,261,0,0,293,293,380,403,420,452
2014OCP02_Late_30,Sc_2014_WIN_2_L,121,121,122,122,149,149,256,256,274,274,275,275,380,380,449,449
2014OCP06_Late_30,Sc_2014_WIN_6_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP06_Late_31,Sc_2014_WIN_6_L,115,121,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP05_Late_31,Sc_2014_WIN_5_L,115,121,124,132,139,146,310,310,268,320,276,289,388,483,423,434
2014OCP04_Late_31,Sc_2014_WIN_4_L,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Late_31,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_31,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_31,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Late_32,Sc_2014_WIN_6_L,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP05_Late_32,Sc_2014_WIN_5_L,115,121,124,132,139,146,310,310,268,268,276,289,388,483,423,434
2014OCP04_Late_32,Sc_2014_WIN_4_L,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP01_Late_32,Sc_2014_WIN_1_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Late_32,Sc_2014_WIN_2_L,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Late_32,Sc_2014_WIN_3_L,124,124,159,159,149,149,253,253,254,254,276,276,380,380,420,420
2014OCP04_Mid_01,Sc_2014_WIN_4_M,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Mid_01,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Mid_01,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_01,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP01_Mid_02,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_02,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Mid_03,Sc_2014_WIN_4_M,115,115,124,132,139,146,310,310,268,316,276,289,388,483,423,434
2014OCP01_Mid_03,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Mid_03,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_03,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Mid_04,Sc_2014_WIN_4_M,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Mid_04,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Mid_04,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,428
2014OCP03_Mid_04,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP01_Mid_05,Sc_2014_WIN_1_M,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP04_Mid_05,Sc_2014_WIN_4_M,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP05_Mid_05,Sc_2014_WIN_5_M,121,121,151,163,146,149,261,261,252,274,293,293,380,403,420,452
2014OCP02_Mid_05,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_05,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP05_Mid_06,Sc_2014_WIN_5_M,115,121,124,132,139,146,264,310,268,268,276,289,388,388,423,434
2014OCP06_Mid_06,Sc_2014_WIN_6_M,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Mid_06,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Mid_06,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_06,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Mid_07,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_07,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Mid_08,Sc_2014_WIN_4_M,115,115,124,132,139,146,264,310,268,316,276,289,388,483,423,434
2014OCP01_Mid_08,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_08,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP05_Mid_09,Sc_2014_WIN_5_M,115,115,124,132,139,146,264,310,268,316,276,289,388,388,423,434
2014OCP04_Mid_09,Sc_2014_WIN_4_M,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP01_Mid_09,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Mid_09,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_09,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP01_Mid_10,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP02_Mid_10,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_10,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP06_Mid_10,Sc_2014_WIN_6_M,124,124,151,151,146,146,260,260,259,259,293,293,382,382,452,452
2014OCP04_Mid_11,Sc_2014_WIN_4_M,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP02_Mid_11,Sc_2014_WIN_2_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP03_Mid_11,Sc_2014_WIN_3_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
2014OCP04_Mid_12,Sc_2014_WIN_4_M,121,124,137,137,146,146,250,250,280,292,289,293,425,425,420,446
2014OCP05_Mid_12,Sc_2014_WIN_5_M,121,121,151,163,146,149,261,261,301,316,293,293,380,403,420,452
2014OCP01_Mid_12,Sc_2014_WIN_1_M,124,124,159,159,149,149,253,253,254,254,277,277,380,380,420,420
