8,1545,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
isolateId,popprId,C3,,C5,,C8,,C4,,O91,,AT4,,SCAAT3,,OO9,
2016MHA03_23,2016_OliverOsoyoos_MHA_3_U_OK13,110,110,120,120,133,133,279,279,254,254,277,277,397,397,420,420
2016MHA03_31,2016_OliverOsoyoos_MHA_3_U_OK13,110,110,120,120,133,133,279,279,254,254,277,277,397,397,420,420
2016MHA03_39,2016_OliverOsoyoos_MHA_3_U_OK13,110,110,120,120,133,133,279,279,254,254,277,277,397,397,420,420
2016MHA02_08,2016_OliverOsoyoos_MHA_2_U_OK122,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
2016MHA02_16,2016_OliverOsoyoos_MHA_2_U_OK122,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
2016MHA02_24,2016_OliverOsoyoos_MHA_2_U_OK122,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
2016MHA02_32,2016_OliverOsoyoos_MHA_2_U_OK122,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
2016MHA02_40,2016_OliverOsoyoos_MHA_2_U_OK122,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
2016MHA02_48,2016_OliverOsoyoos_MHA_2_U_OK122,124,124,166,166,133,133,263,263,259,259,277,277,373,373,420,420
2016MHA03_08,2016_OliverOsoyoos_MHA_3_U_OK13,110,110,120,120,133,133,279,279,254,254,277,277,397,397,420,420
2016MHA03_16,2016_OliverOsoyoos_MHA_3_U_OK13,110,110,120,120,133,133,279,279,254,254,277,277,397,397,420,420
2016MHA03_24,2016_OliverOsoyoos_MHA_3_U_OK13,110,110,120,120,133,133,279,279,254,254,277,277,397,397,420,420
2016MHA03_32,2016_OliverOsoyoos_MHA_3_U_OK13,110,110,120,120,133,133,279,279,254,254,277,277,397,397,420,420
2016MHA03_40,2016_OliverOsoyoos_MHA_3_U_OK13,110,110,120,120,133,133,279,279,254,254,277,277,397,397,420,420
2016MHA04_01,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_09,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_17,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_25,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_33,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_41,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016TN01_01,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_09,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_17,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_25,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_33,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_41,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016MHA04_02,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_10,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_18,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_26,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_34,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_42,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016TN01_02,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_10,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_18,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_26,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_34,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_42,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016MHA04_03,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_11,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_19,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_27,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_35,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_43,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016TN01_03,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_11,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_19,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_27,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_35,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_43,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016MHA04_04,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_12,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_20,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_28,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_36,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_44,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016TN01_04,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_12,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_20,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_28,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_36,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_44,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016MHA04_05,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_13,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_21,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_29,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_37,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_45,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016TN01_05,2016_OliverOsoyoos_TN_1_U_OK138,124,124,159,159,133,133,266,266,254,254,277,277,400,406,420,420
2016TN01_13,2016_OliverOsoyoos_TN_1_U_OK136,124,124,159,159,133,136,266,266,254,254,277,277,400,400,420,420
2016TN01_21,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_29,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_37,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_45,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016MHA04_06,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_14,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_22,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_30,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_38,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_46,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016TN01_06,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_14,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_22,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_30,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_38,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_46,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016MHA04_07,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_15,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_23,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_31,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_39,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_47,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016TN01_07,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_15,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_23,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_31,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_39,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016MHA04_08,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_16,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_24,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_32,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_40,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016MHA04_48,2016_OliverOsoyoos_MHA_4_U_OK125,124,124,120,120,149,149,279,279,254,254,277,277,397,397,420,420
2016TN01_16,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_24,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_32,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN01_40,2016_OliverOsoyoos_TN_1_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN03_01,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_09,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_17,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_25,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_33,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_41,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN05_01,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_09,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_17,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_25,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_33,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_41,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN03_02,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_10,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_26,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_34,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_42,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN05_02,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_10,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_18,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_26,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_34,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_42,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN03_03,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_11,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_19,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_27,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_35,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_43,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN05_03,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_11,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_19,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_27,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_35,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_43,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN03_04,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_12,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_20,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_28,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_36,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_44,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN05_04,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_12,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_20,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_28,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_36,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_44,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN03_05,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_13,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_21,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_29,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_37,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_45,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN05_05,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_13,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_21,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_29,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_37,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_45,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN03_06,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_14,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_22,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_30,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_38,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_46,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN05_06,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_14,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_22,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_30,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_38,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_46,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN03_07,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_15,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_23,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_31,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_39,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_47,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN05_07,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_15,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_23,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_31,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_39,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN03_08,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_16,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_24,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_32,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_40,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN03_48,2016_OliverOsoyoos_TN_3_C_AEBChard.33,115,115,122,124,139,146,310,310,268,307,289,293,388,400,423,425
2016TN05_08,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_16,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_24,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_32,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TN05_40,2016_OliverOsoyoos_TN_5_U_OK137,124,124,159,159,133,133,266,266,254,254,277,277,400,400,420,420
2016TA01_01,2016_Kelowna_TA_1_U_OK116,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
2016TA01_09,2016_Kelowna_TA_1_U_OK116,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
2016TA01_17,2016_Kelowna_TA_1_U_OK116,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
2016TA01_25,2016_Kelowna_TA_1_U_OK116,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
2016TA01_33,2016_Kelowna_TA_1_U_OK116,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
2016TA01_41,2016_Kelowna_TA_1_U_OK116,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
2016TA02_01,2016_Kelowna_TA_2_C_LalDV10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
2016TA02_09,2016_Kelowna_TA_2_C_LalDV10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
2016TA02_17,2016_Kelowna_TA_2_C_LalDV10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
2016TA02_25,2016_Kelowna_TA_2_C_LalDV10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
2016TA02_33,2016_Kelowna_TA_2_C_LalDV10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
2016TA02_41,2016_Kelowna_TA_2_C_LalDV10,115,115,124,132,146,146,310,310,268,316,276,289,388,483,423,434
2016TA01_02,2016_Kelowna_TA_1_U_OK116,124,124,155,155,146,146,264,264,271,271,291,291,388,388,423,423
